File1_Index,File2_Index,File1_Description,File2_Description,Similarity_Score
151,69,white approx 30 years old doubled gated wag 22 marble arch - rco said wheres ticket aggressively said `` tell `` shoed badge introduced - weas aggresive banged half filled wine bottle side wag called rco monkey - asked leave stn refused began racially abusing another rco sayin g `` fucking southall `` pushed rci violently chest ( see eirf 001296347 racial assault staff started swinging wine bottle head walked shouting abuse shouting one us go upstairs proceeded spit us spit landed front us used spit kit immediately obtain evidence . made police informed attended baker st taken statements us bwc docked activated racially aggravated assault eirf 001296347 refers assault rci powell,wag gate central gateline abusive verbal wag 24 traveled without ticket showed says applied zip card charging 3.30 holborn said wanted buy return refused pay whilst standing said hovering darragh spoke,0.8073709
152,69,white approx 30 years old doubled gated wag 22 marble arch - rco said wheres ticket aggressively said `` tell `` shoed badge introduced - weas aggresive banged half filled wine bottle side wag called rco monkey - asked leave stn refused began racially abusing another rco sayin g `` fucking southall `` pushed rci violently chest ( see eirf 001296347 racial assault staff started swinging wine bottle head walked shouting abuse shouting one us go upstairs proceeded spit us spit landed front us used spit kit immediately obtain evidence . made police informed attended baker st taken statements us bwc docked activated racially aggravated assault eirf 001296347 refers assault rci powell,wag gate central gateline abusive verbal wag 24 traveled without ticket showed says applied zip card charging 3.30 holborn said wanted buy return refused pay whilst standing said hovering darragh spoke,0.8073709
154,18,"whilst gate line approximately 1645 csa j light skinned ic3 dreadlocks medium build approximately 5 foot 10 approached black mountain bike uber eats delivery backpack back padlock around neck . wanted travel flat tyre . csa j told unfortunately would able travel station could take mountain bike section underground non folding , fire regulations . said dont care say im taking . explained could travel bike reason asked going trying find different way travel . said dont care im traveling . said would allow entry fire regulations . standing unpaid side wag stood paid side wag . became abusive aggressive towards . told would call police carried . activated body warn camera requested csa j call btp . carried abusive towards . began shouting loudly racist towards repeatedly tried intimidate threaten front customers . told racist . rules apply everyone fire regulations following kings cross fire 31 people died think ok break rules put peoples safety danger . get reaction , hoping passengers became abusive threatening . proceeded pass bike railings emergency stairs . threatened telling touch bike touch . ran emergency stairs bike followed stairs attempted contact line controller via radio however quickly boarded southbound train left station . came back upstairs reported incident btp reference number 417 25/09/23 . males behaviour towards totally unacceptable threatening abusing well breaking bylaws fare evading . fact racist towards accusations thrown race . two us told exactly thing done hope people would label racist abuse .","ic1 wearing black tracksuit hoodie , 17 years age sitting cou course floor . approached stated hes life , prison 9 months family members go . left station distressed around 30 minutes came back attempting push barriers . stopped ran . btp attended station",0.8108732
154,59,"whilst gate line approximately 1645 csa j light skinned ic3 dreadlocks medium build approximately 5 foot 10 approached black mountain bike uber eats delivery backpack back padlock around neck . wanted travel flat tyre . csa j told unfortunately would able travel station could take mountain bike section underground non folding , fire regulations . said dont care say im taking . explained could travel bike reason asked going trying find different way travel . said dont care im traveling . said would allow entry fire regulations . standing unpaid side wag stood paid side wag . became abusive aggressive towards . told would call police carried . activated body warn camera requested csa j call btp . carried abusive towards . began shouting loudly racist towards repeatedly tried intimidate threaten front customers . told racist . rules apply everyone fire regulations following kings cross fire 31 people died think ok break rules put peoples safety danger . get reaction , hoping passengers became abusive threatening . proceeded pass bike railings emergency stairs . threatened telling touch bike touch . ran emergency stairs bike followed stairs attempted contact line controller via radio however quickly boarded southbound train left station . came back upstairs reported incident btp reference number 417 25/09/23 . males behaviour towards totally unacceptable threatening abusing well breaking bylaws fare evading . fact racist towards accusations thrown race . two us told exactly thing done hope people would label racist abuse .",customer waited member staff go toilet came started getting aggressive demanding apology ignoring rude ticket . said nothing apologise replied well money oyster thank . felt alone intimidated worried safety station place,0.8234541
154,66,"whilst gate line approximately 1645 csa j light skinned ic3 dreadlocks medium build approximately 5 foot 10 approached black mountain bike uber eats delivery backpack back padlock around neck . wanted travel flat tyre . csa j told unfortunately would able travel station could take mountain bike section underground non folding , fire regulations . said dont care say im taking . explained could travel bike reason asked going trying find different way travel . said dont care im traveling . said would allow entry fire regulations . standing unpaid side wag stood paid side wag . became abusive aggressive towards . told would call police carried . activated body warn camera requested csa j call btp . carried abusive towards . began shouting loudly racist towards repeatedly tried intimidate threaten front customers . told racist . rules apply everyone fire regulations following kings cross fire 31 people died think ok break rules put peoples safety danger . get reaction , hoping passengers became abusive threatening . proceeded pass bike railings emergency stairs . threatened telling touch bike touch . ran emergency stairs bike followed stairs attempted contact line controller via radio however quickly boarded southbound train left station . came back upstairs reported incident btp reference number 417 25/09/23 . males behaviour towards totally unacceptable threatening abusing well breaking bylaws fare evading . fact racist towards accusations thrown race . two us told exactly thing done hope people would label racist abuse .","aged approximately 40 wearing blue black tracksuit filming poms went station , came back gate line minutes tapped started film bottom lift 1. randy sst ask man everything okay became agitated aggressive asked police . left station , thought behaviour suspicious reported css mariatu advised complete waasb .",0.81938636
155,10,"approx . 16:35 bb02 received call connect radio bb43 , advising abusive ticket hall . bb02 arrived ticket hall , witnessed shouting profanities `` f * * k '' polish word `` b * * * h '' . , desperation , kept shouting `` daughter '' . bb02 asked wrong . aggressively swore bb02 . short time , xb13 telephoned 999 btp assistance . bb02 informed police way , replied `` f * * k '' . aggressively asked customers open uts gate , ignored . bb02 continued try calm man , however made apparent considering hitting bb02 crutches . 16:49 , swung one crutches struck window passimeter . exited station , disappearing . btp officers 2746 4465 arrived 17:10 , spoke members staff . none staff wish pursue matter police , however want incident logged intelligence . none staff require tsg support , ok continuing duties .","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.83904403
156,10,"approx . 16:35 bb02 received call connect radio bb43 , advising abusive ticket hall . bb02 arrived ticket hall , witnessed shouting profanities `` f * * k '' polish word `` b * * * h '' . , desperation , kept shouting `` daughter '' . bb02 asked wrong . aggressively swore bb02 . short time , xb13 telephoned 999 btp assistance . bb02 informed police way , replied `` f * * k '' . aggressively asked customers open uts gate , ignored . bb02 continued try calm man , however made apparent considering hitting bb02 crutches . 16:49 , swung one crutches struck window passimeter . exited station , disappearing . btp officers 2746 4465 arrived 17:10 , spoke members staff . none staff wish pursue matter police , however want incident logged intelligence . none staff require tsg support , ok continuing duties .","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.83904403
157,10,"approx . 16:35 bb02 received call connect radio bb43 , advising abusive ticket hall . bb02 arrived ticket hall , witnessed shouting profanities `` f * * k '' polish word `` b * * * h '' . , desperation , kept shouting `` daughter '' . bb02 asked wrong . aggressively swore bb02 . short time , xb13 telephoned 999 btp assistance . bb02 informed police way , replied `` f * * k '' . aggressively asked customers open uts gate , ignored . bb02 continued try calm man , however made apparent considering hitting bb02 crutches . 16:49 , swung one crutches struck window passimeter . exited station , disappearing . btp officers 2746 4465 arrived 17:10 , spoke members staff . none staff wish pursue matter police , however want incident logged intelligence . none staff require tsg support , ok continuing duties .","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.83904403
163,7,"approximately 17:10 went break upstairs bring rci 's refreshments . upon approximately 17:15 entered station via exit 6 stairway confronted ( black 5.11 , slim build age approximately 19 , short black hair wearing black clothing ) ran straight knocking . pursued police officer attempting arrest question . upon knocked stamped elbow resisting arrest upper hand two officers . officer shouting stop resisting , kept fighting . could see officers getting hurt assisted officers detaining . resisted fell couple stairs downwards . hit head blue handrail also landed left elbow grazing , back knee . face got scuffed scuffle police . told move way got feet still resisting . officers took floor . ran downstairs get officers assist . officers busy . eventually two officers ran , directed scene quickly . approximately 17:17 arrest made . approximately 17:20 met pc arrived downstairs ask ok noticed blood shirt record injuries , also took details . injured . inspector met aiveet.mcmanns gave cad . 3803/30/9/23","refusing leave train , advised late train gone train going depot , told get hes holding service . still refusing train op takes males bag puts platform . clinches fist threatening hit train , threatens kill attack , states next time sees kill , kept walking towards called radio assistance . ( black , appx 50 , slim , red jacket , red rucksack , jeans think )",0.82342374
163,10,"approximately 17:10 went break upstairs bring rci 's refreshments . upon approximately 17:15 entered station via exit 6 stairway confronted ( black 5.11 , slim build age approximately 19 , short black hair wearing black clothing ) ran straight knocking . pursued police officer attempting arrest question . upon knocked stamped elbow resisting arrest upper hand two officers . officer shouting stop resisting , kept fighting . could see officers getting hurt assisted officers detaining . resisted fell couple stairs downwards . hit head blue handrail also landed left elbow grazing , back knee . face got scuffed scuffle police . told move way got feet still resisting . officers took floor . ran downstairs get officers assist . officers busy . eventually two officers ran , directed scene quickly . approximately 17:17 arrest made . approximately 17:20 met pc arrived downstairs ask ok noticed blood shirt record injuries , also took details . injured . inspector met aiveet.mcmanns gave cad . 3803/30/9/23","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.82997465
163,18,"approximately 17:10 went break upstairs bring rci 's refreshments . upon approximately 17:15 entered station via exit 6 stairway confronted ( black 5.11 , slim build age approximately 19 , short black hair wearing black clothing ) ran straight knocking . pursued police officer attempting arrest question . upon knocked stamped elbow resisting arrest upper hand two officers . officer shouting stop resisting , kept fighting . could see officers getting hurt assisted officers detaining . resisted fell couple stairs downwards . hit head blue handrail also landed left elbow grazing , back knee . face got scuffed scuffle police . told move way got feet still resisting . officers took floor . ran downstairs get officers assist . officers busy . eventually two officers ran , directed scene quickly . approximately 17:17 arrest made . approximately 17:20 met pc arrived downstairs ask ok noticed blood shirt record injuries , also took details . injured . inspector met aiveet.mcmanns gave cad . 3803/30/9/23","ic1 wearing black tracksuit hoodie , 17 years age sitting cou course floor . approached stated hes life , prison 9 months family members go . left station distressed around 30 minutes came back attempting push barriers . stopped ran . btp attended station",0.84136635
163,20,"approximately 17:10 went break upstairs bring rci 's refreshments . upon approximately 17:15 entered station via exit 6 stairway confronted ( black 5.11 , slim build age approximately 19 , short black hair wearing black clothing ) ran straight knocking . pursued police officer attempting arrest question . upon knocked stamped elbow resisting arrest upper hand two officers . officer shouting stop resisting , kept fighting . could see officers getting hurt assisted officers detaining . resisted fell couple stairs downwards . hit head blue handrail also landed left elbow grazing , back knee . face got scuffed scuffle police . told move way got feet still resisting . officers took floor . ran downstairs get officers assist . officers busy . eventually two officers ran , directed scene quickly . approximately 17:17 arrest made . approximately 17:20 met pc arrived downstairs ask ok noticed blood shirt record injuries , also took details . injured . inspector met aiveet.mcmanns gave cad . 3803/30/9/23","man came escalator wheelchair swearing help get escalator . ran foot 3 times hitting weelchair . started racist , threatened kill , twice . captured bwv 256138 approx 23:05. approx 60 years old , wheelchair due disability .",0.8076387
163,67,"approximately 17:10 went break upstairs bring rci 's refreshments . upon approximately 17:15 entered station via exit 6 stairway confronted ( black 5.11 , slim build age approximately 19 , short black hair wearing black clothing ) ran straight knocking . pursued police officer attempting arrest question . upon knocked stamped elbow resisting arrest upper hand two officers . officer shouting stop resisting , kept fighting . could see officers getting hurt assisted officers detaining . resisted fell couple stairs downwards . hit head blue handrail also landed left elbow grazing , back knee . face got scuffed scuffle police . told move way got feet still resisting . officers took floor . ran downstairs get officers assist . officers busy . eventually two officers ran , directed scene quickly . approximately 17:17 arrest made . approximately 17:20 met pc arrived downstairs ask ok noticed blood shirt record injuries , also took details . injured . inspector met aiveet.mcmanns gave cad . 3803/30/9/23",2 1 forced way wag . one pulled gate blocked sensor 2 could go . told stop . threatened expression believe meant cut throat moving hand backward forward across throat . fair skinned wearing dark sunglasses baseball hat . black .,0.800133
165,10,"- approximately 16:30 detraining wb service saw trying go behind barriers tail end wb , said looking lift ! - asked carry trolley three carts tool boxes stairs , declined due platform assisting detrainment also heavy stuff . - insisted help job drop everything help reached hand touch side chest read name badge , told back touch , started get aggressive . - css dn22 came upstairs assisted tried explained politely help stuff stairs mentioned condition carriage . - 16:56 serious constant abuse decided leave however insulted css gibson calling f * * * * * * b * * * * n * * * * *","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.8021109
166,10,"- approximately 16:30 detraining wb service saw trying go behind barriers tail end wb , said looking lift ! - asked carry trolley three carts tool boxes stairs , declined due platform assisting detrainment also heavy stuff . - insisted help job drop everything help reached hand touch side chest read name badge , told back touch , started get aggressive . - css dn22 came upstairs assisted tried explained politely help stuff stairs mentioned condition carriage . - 16:56 serious constant abuse decided leave however insulted css gibson calling f * * * * * * b * * * * n * * * * *","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.8021109
167,7,6 ' 4 '' medium built man early forties wearing red t-shirt 3 x lions 'england ' imprinted grey track-suit bottoms seen train cleaner urinating midway platforms 3/4 exposing gentiles . cleaner objected told toilets station man became irate started verbally abusing cleaner making racial slurs ( using 'n ' word ) . cleaner complained csa barrier confronted man train platform asked leave station . man answered `` used `` n '' word ? ? followed csa 's instructions left train station ( pushed wag 17:24 hrs . ) continued abusing cleaner said going come back . btp advised . incident number 513. incident greatly distressed cleaner advised book duty .,"refusing leave train , advised late train gone train going depot , told get hes holding service . still refusing train op takes males bag puts platform . clinches fist threatening hit train , threatens kill attack , states next time sees kill , kept walking towards called radio assistance . ( black , appx 50 , slim , red jacket , red rucksack , jeans think )",0.8028981
167,10,6 ' 4 '' medium built man early forties wearing red t-shirt 3 x lions 'england ' imprinted grey track-suit bottoms seen train cleaner urinating midway platforms 3/4 exposing gentiles . cleaner objected told toilets station man became irate started verbally abusing cleaner making racial slurs ( using 'n ' word ) . cleaner complained csa barrier confronted man train platform asked leave station . man answered `` used `` n '' word ? ? followed csa 's instructions left train station ( pushed wag 17:24 hrs . ) continued abusing cleaner said going come back . btp advised . incident number 513. incident greatly distressed cleaner advised book duty .,"morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.82418174
167,18,6 ' 4 '' medium built man early forties wearing red t-shirt 3 x lions 'england ' imprinted grey track-suit bottoms seen train cleaner urinating midway platforms 3/4 exposing gentiles . cleaner objected told toilets station man became irate started verbally abusing cleaner making racial slurs ( using 'n ' word ) . cleaner complained csa barrier confronted man train platform asked leave station . man answered `` used `` n '' word ? ? followed csa 's instructions left train station ( pushed wag 17:24 hrs . ) continued abusing cleaner said going come back . btp advised . incident number 513. incident greatly distressed cleaner advised book duty .,"ic1 wearing black tracksuit hoodie , 17 years age sitting cou course floor . approached stated hes life , prison 9 months family members go . left station distressed around 30 minutes came back attempting push barriers . stopped ran . btp attended station",0.8264066
167,19,6 ' 4 '' medium built man early forties wearing red t-shirt 3 x lions 'england ' imprinted grey track-suit bottoms seen train cleaner urinating midway platforms 3/4 exposing gentiles . cleaner objected told toilets station man became irate started verbally abusing cleaner making racial slurs ( using 'n ' word ) . cleaner complained csa barrier confronted man train platform asked leave station . man answered `` used `` n '' word ? ? followed csa 's instructions left train station ( pushed wag 17:24 hrs . ) continued abusing cleaner said going come back . btp advised . incident number 513. incident greatly distressed cleaner advised book duty .,"customer bank card code 80. explained customer needed call card issuer . customer became rude raised voice , telling hed allowed travel whole previous day refused entry fucking jobsworth left station .",0.8002723
167,40,6 ' 4 '' medium built man early forties wearing red t-shirt 3 x lions 'england ' imprinted grey track-suit bottoms seen train cleaner urinating midway platforms 3/4 exposing gentiles . cleaner objected told toilets station man became irate started verbally abusing cleaner making racial slurs ( using 'n ' word ) . cleaner complained csa barrier confronted man train platform asked leave station . man answered `` used `` n '' word ? ? followed csa 's instructions left train station ( pushed wag 17:24 hrs . ) continued abusing cleaner said going come back . btp advised . incident number 513. incident greatly distressed cleaner advised book duty .,three girls mixed race started smoking substance balloons hands . asked leave ticket hall . complied hurling abuse . began smoking drinking outside station . bwc used.264672,0.80489385
167,59,6 ' 4 '' medium built man early forties wearing red t-shirt 3 x lions 'england ' imprinted grey track-suit bottoms seen train cleaner urinating midway platforms 3/4 exposing gentiles . cleaner objected told toilets station man became irate started verbally abusing cleaner making racial slurs ( using 'n ' word ) . cleaner complained csa barrier confronted man train platform asked leave station . man answered `` used `` n '' word ? ? followed csa 's instructions left train station ( pushed wag 17:24 hrs . ) continued abusing cleaner said going come back . btp advised . incident number 513. incident greatly distressed cleaner advised book duty .,customer waited member staff go toilet came started getting aggressive demanding apology ignoring rude ticket . said nothing apologise replied well money oyster thank . felt alone intimidated worried safety station place,0.80753964
167,66,6 ' 4 '' medium built man early forties wearing red t-shirt 3 x lions 'england ' imprinted grey track-suit bottoms seen train cleaner urinating midway platforms 3/4 exposing gentiles . cleaner objected told toilets station man became irate started verbally abusing cleaner making racial slurs ( using 'n ' word ) . cleaner complained csa barrier confronted man train platform asked leave station . man answered `` used `` n '' word ? ? followed csa 's instructions left train station ( pushed wag 17:24 hrs . ) continued abusing cleaner said going come back . btp advised . incident number 513. incident greatly distressed cleaner advised book duty .,"aged approximately 40 wearing blue black tracksuit filming poms went station , came back gate line minutes tapped started film bottom lift 1. randy sst ask man everything okay became agitated aggressive asked police . left station , thought behaviour suspicious reported css mariatu advised complete waasb .",0.82595813
168,10,"approximately 16:10 - customer approached hn25 gate line asked directions 'palace ' , hn25 misheard thought asked directions paris , hn25 responded `` au reviour '' joke , customer replied buckingham palace point hn25 apologised began giving directions . customer became agitated began accusing hn25 racist english first language , began verbally abusing hn25 . hn25 became angry accused racist hn25 felt lose control situation removed situation went place safety control room advised gn11 happened . hn25 gn11 discussing happened customer along two women travelling , continued talking hn24 , hn24 feel comfortable talking advised make complaint via tfl website , hn24 continually tried move away , however continued follow verbally abusing hn24 calling `` uneducated idiot '' hn24 exited ticket hall area side door area manager complex . three customers made way control room spoke gn11 regarding incident . gn11 stated would make log book entry incident , customer make official complaint via tfl website . three females began making racist remarks hn25 stating english first language , making assumption heritage upbringing . stated gn11 need sack hn25 . gn11 unable hold conversation three customers , extremely aggressive tone , questioning hn25 's heritage upbringing assumption pakistani bad thing lead dismissal job . point gn11 could longer continue listen customers closed door , conversation going anywhere want listen remarks making longer . upon closing door , one females either kicked banged door aggression , waiting enter lift number 1 continued intimidating behaviour continuing look control room appeared mouthing obscenities ,","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.8028493
169,10,"approximately 16:10 - customer approached hn25 gate line asked directions 'palace ' , hn25 misheard thought asked directions paris , hn25 responded `` au reviour '' joke , customer replied buckingham palace point hn25 apologised began giving directions . customer became agitated began accusing hn25 racist english first language , began verbally abusing hn25 . hn25 became angry accused racist hn25 felt lose control situation removed situation went place safety control room advised gn11 happened . hn25 gn11 discussing happened customer along two women travelling , continued talking hn24 , hn24 feel comfortable talking advised make complaint via tfl website , hn24 continually tried move away , however continued follow verbally abusing hn24 calling `` uneducated idiot '' hn24 exited ticket hall area side door area manager complex . three customers made way control room spoke gn11 regarding incident . gn11 stated would make log book entry incident , customer make official complaint via tfl website . three females began making racist remarks hn25 stating english first language , making assumption heritage upbringing . stated gn11 need sack hn25 . gn11 unable hold conversation three customers , extremely aggressive tone , questioning hn25 's heritage upbringing assumption pakistani bad thing lead dismissal job . point gn11 could longer continue listen customers closed door , conversation going anywhere want listen remarks making longer . upon closing door , one females either kicked banged door aggression , waiting enter lift number 1 continued intimidating behaviour continuing look control room appeared mouthing obscenities ,","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.8028493
170,10,"approx . 16:00 mip requested assistance temple . temple contacted okay given , whilst done manager pret came spoke regarding paying food went back shop . mop touched gate csa1 continued assist platform . told csa hostel thrown wanted us report world horrible . csa advised could , would . started shouting csa fuck , fuck , ill push tracks made various threats kill staff , public police . also stated prison 7 times already would rather go back live outside world . also grabbed csas wrist threw . css hearing shouting went offer help csa already made way stairs requesting police assistance . css tried call 999 due live threats made answer . btp answered 15 mins already boarded t216 . css called district controller advise ask police meet said train . css also called temple told stand approach . duty care given csa fine continue shift require trauma support . description  40s , white , dark hair beard/stubble , using walking stick unsteady gait , wearing blue sweatshirt cctv unlikely show incident due blind spot p1 btp request cctv ticket hall btp 4131 & 4763 attended spoke csa & .","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.8074223
170,18,"approx . 16:00 mip requested assistance temple . temple contacted okay given , whilst done manager pret came spoke regarding paying food went back shop . mop touched gate csa1 continued assist platform . told csa hostel thrown wanted us report world horrible . csa advised could , would . started shouting csa fuck , fuck , ill push tracks made various threats kill staff , public police . also stated prison 7 times already would rather go back live outside world . also grabbed csas wrist threw . css hearing shouting went offer help csa already made way stairs requesting police assistance . css tried call 999 due live threats made answer . btp answered 15 mins already boarded t216 . css called district controller advise ask police meet said train . css also called temple told stand approach . duty care given csa fine continue shift require trauma support . description  40s , white , dark hair beard/stubble , using walking stick unsteady gait , wearing blue sweatshirt cctv unlikely show incident due blind spot p1 btp request cctv ticket hall btp 4131 & 4763 attended spoke csa & .","ic1 wearing black tracksuit hoodie , 17 years age sitting cou course floor . approached stated hes life , prison 9 months family members go . left station distressed around 30 minutes came back attempting push barriers . stopped ran . btp attended station",0.8418009
170,59,"approx . 16:00 mip requested assistance temple . temple contacted okay given , whilst done manager pret came spoke regarding paying food went back shop . mop touched gate csa1 continued assist platform . told csa hostel thrown wanted us report world horrible . csa advised could , would . started shouting csa fuck , fuck , ill push tracks made various threats kill staff , public police . also stated prison 7 times already would rather go back live outside world . also grabbed csas wrist threw . css hearing shouting went offer help csa already made way stairs requesting police assistance . css tried call 999 due live threats made answer . btp answered 15 mins already boarded t216 . css called district controller advise ask police meet said train . css also called temple told stand approach . duty care given csa fine continue shift require trauma support . description  40s , white , dark hair beard/stubble , using walking stick unsteady gait , wearing blue sweatshirt cctv unlikely show incident due blind spot p1 btp request cctv ticket hall btp 4131 & 4763 attended spoke csa & .",customer waited member staff go toilet came started getting aggressive demanding apology ignoring rude ticket . said nothing apologise replied well money oyster thank . felt alone intimidated worried safety station place,0.80500805
170,66,"approx . 16:00 mip requested assistance temple . temple contacted okay given , whilst done manager pret came spoke regarding paying food went back shop . mop touched gate csa1 continued assist platform . told csa hostel thrown wanted us report world horrible . csa advised could , would . started shouting csa fuck , fuck , ill push tracks made various threats kill staff , public police . also stated prison 7 times already would rather go back live outside world . also grabbed csas wrist threw . css hearing shouting went offer help csa already made way stairs requesting police assistance . css tried call 999 due live threats made answer . btp answered 15 mins already boarded t216 . css called district controller advise ask police meet said train . css also called temple told stand approach . duty care given csa fine continue shift require trauma support . description  40s , white , dark hair beard/stubble , using walking stick unsteady gait , wearing blue sweatshirt cctv unlikely show incident due blind spot p1 btp request cctv ticket hall btp 4131 & 4763 attended spoke csa & .","aged approximately 40 wearing blue black tracksuit filming poms went station , came back gate line minutes tapped started film bottom lift 1. randy sst ask man everything okay became agitated aggressive asked police . left station , thought behaviour suspicious reported css mariatu advised complete waasb .",0.83658487
171,10,"16:36 csm control room noticed sort disturbance gate line near entry wag ( 21 ) attended , ( csm ) requested btp member staff assaulted . 16:37 btp contacted 999 reference : -511/31/08/2023 . csa reported young ( wearing black jacket word `` trapstar '' florescent orange back jacket ) pushed entry wag fell back csa 's boot , came member staff verbally abusing kicked lower back buttock punched back shoulder ( left side body ) turned avoid getting hit face . csm another member public intervened stopping assault , young man walked away heading platforms via escalator one . walked passageway platform one turned right made way platform two . 16:38 walked towards headwall platform two sat bench seconds near php008 , boarded t162 third carriage . 16:48 received call lucc checking seeking update situation made aware palestra via btp . 16:54 btp x 3 ( 4092/6727 medic 7785 ) site took statement csa . 17:13 btp site . duty care given csm css , member staff alright completed shift .","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.8267665
171,18,"16:36 csm control room noticed sort disturbance gate line near entry wag ( 21 ) attended , ( csm ) requested btp member staff assaulted . 16:37 btp contacted 999 reference : -511/31/08/2023 . csa reported young ( wearing black jacket word `` trapstar '' florescent orange back jacket ) pushed entry wag fell back csa 's boot , came member staff verbally abusing kicked lower back buttock punched back shoulder ( left side body ) turned avoid getting hit face . csm another member public intervened stopping assault , young man walked away heading platforms via escalator one . walked passageway platform one turned right made way platform two . 16:38 walked towards headwall platform two sat bench seconds near php008 , boarded t162 third carriage . 16:48 received call lucc checking seeking update situation made aware palestra via btp . 16:54 btp x 3 ( 4092/6727 medic 7785 ) site took statement csa . 17:13 btp site . duty care given csm css , member staff alright completed shift .","ic1 wearing black tracksuit hoodie , 17 years age sitting cou course floor . approached stated hes life , prison 9 months family members go . left station distressed around 30 minutes came back attempting push barriers . stopped ran . btp attended station",0.8150354
172,10,"21:30 css alerted inebriated injured member public ticket hall unpaid side station entrance . bleeding right temple unsteadily seat . css attempted gather details ambulance could contacted . another member public stepped wanted assist drunk man . css contacted btp office assistance drunk kept trying enter station . css continued try gather information ambulance helping shouted loudly put hand csss face telling leave . css retreated safe distance away . assisting shout css have called 999 yet. css stated would need details drunk contacted ambulance services . css attempted gathering information drunk . css asked drunk mans name age . without word assisting suddenly slapped css right side face . css went contact btp report assault . assisting left station drunk . btp came office directed assisting apprehended . 21:35 ambulance contacted injured member public . lucc ref # 117-04-09-2023 21:47 drunk member public kept trying enter station even though fit state travel . btp contacted prevent entering station . btp able get drunk passenger onto bus , lucc contacted ambulance cancelled 21:55 statement made btp . ref # 724-04-09-2023 21:55 css updated csm brixton came stockwell station , offered duty care trauma support . 22:30 lucc update ref # 124-04-09-2023","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.8040536
180,10,"apprx 21:45 csm received report two customers aggressively begging passageway leading platforms ( 1/202 ) . csm went investigate found ( ic3 , 6ft , bald head wearing grey hoodie , grey trousers black trainers ) standing passageway top stairs leading northbound platforms begging blocking passengers ingress/egress . csm approach asked stop begging station , replied `` f * * k c * * '' guesting hands . csm left area radio-ed css control room requested announcement made police . csm returned control room css made pa call police station . csm checked cameras could see passageway , css checked bwc css csa checked station . located outside station place exit walked away area . apprx 22:20 csa31 radio-ed stated back station approaching customers gate line . csm rang btp assistance , btp wanted csm ring local police instead took call stated would try get met police attend . ref 849 . 22:31 - 2 x police officers site . 3380 4565 spoken police got moved . csm involved spoken btp witness statement taken next csm duty .","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.8070644
