Boroughs,Bus Route,Classification,Confidence,Create_Date,Year,Quarter,Month,Day,Year,Quarter,Month,Day,Date_of_Incident,DateFK,Day,Description,Easting,Hour,HourGroup,Year,Quarter,Month,Day,IRIS,Location / Road Name,Modified_Date,Month,MonthNum,Northing,ReportingLag,Time,Time_of_Incident,URN,Victims Job,Weekday,Year
BARNET,83,Assault,3,1685633184,2023,Qtr 2,June,1,2023,Qtr 2,June,12,2460096,20230531,31,"Passenger gone through the back doors I turned around the him He stood there for a few seconds, told me to go and fuck myself. And went upstairs, I went on the intercom and told him to come off the bus or pay your fare otherwise I will get the police to move him off. The bus after about 40 seconds I’m down to the front cab and spat at the assault screen and left the bus down the code red and spit kit called I Bus. Tell them the situation and out of service back to the garage.",524102,21,6pm-10pm,2023,Qtr 2,May,31,IRIS,Hendon Way,1686553186,May,5,187393,1,1899-12-30 21:00:00,75600,1146162,Bus Driver,Wednesday,2023
BARNET,83,Assault,3,1686918047,2023,Qtr 2,June,16,2023,Qtr 2,June,21,2460111,20230615,15,"I’ve pulled up to the West Hendon Broadway bus stop heading towards Golders Green .
The 83 in front of me was terminating that stop so the passengers were coming onto my bus  , all the passengers were touching their oysters in as they were boarding apart from one male  passenger who said I’ve just come off the other Bus and I’m not going to pay again. I was trying to explain to him about the hop on service but he just got very angry and abusive. Didn’t want to listen to what I was trying to tell him and told me to go and fuck myself, and one upstairs , over the intercom until the passenger to make his way downstairs and touch his pass in he came downstairs and just started arguing again or not listen , so I don’t know the code red, explain the situation to them told me to wait there. Police are on their way I don’t hold the rest of the passengers over the intercom at this parcel be held here for police assistance .
I Bus called me to ask me why have I done the code red? I explained to Vinny and the situation, and he said that I should just press the fair invasion button and carry on. I told him the passenger was being abusive and aggressive. He then also said passengers been transferred from another bus do not need to touch their pass in ( which is the wrong information ) He then came back to me and said he spoke to his manager and that passes don’t need to be touched in if a bus has terminated and they’re boarding another bus by that time the passenger left and I continued my journey to Golders Green when I got to Golders Green I called I Bus for departure time. Vinny gave me a departure time  and I asked him for the name of the manager he spoke to he said he could not give me the name as they were talking over the radio. I then said if I ring you over the landline will you give me the name of the manager then he blatantly said I won’t even give you the name if you call …. I left it at that and continued my journey. I find Vinny very unprofessional and does not know his job to his best ability. Unfortunately this is not the first time he has given me all the information previously when the assault screen was spat at and when I was all clear I rang I bus vinny was on duty I told him I was all clear. He told me to carry on. I said to him that there was still spit on the salt screen, a large amount. He said I was fine to carry on. Shouldn’t be a problem. I asked him if he’s sure about that he hesitated for awhile and said yes, it’s fine to carry on I said even though I’ve done a spit kit are you down again hesitated for awhile and then told me to bring the bus back out of service to the garage to be cleaned with any spitting incident or should be going back to the garage as cause of Covid 19 so yet again, wrong information given by vinny",522106,17,2pm-6pm,2023,Qtr 2,June,15,IRIS,West Hendon Broadway,1687329629,June,6,187953,1,1899-12-30 17:50:00,64200,1151677,Bus Driver,Thursday,2023
BARNET,83,Assault,3,1695036062,2023,Qtr 3,September,18,2023,Qtr 3,September,19,2460201,20230913,13,"ABUSIVE PASSENGER ON BOARD female did a pass back with her oyster police transport attended Andy dealed with the situation
Cad number 5465",523559,15,2pm-6pm,2023,Qtr 3,September,13,IRIS,Brent Green,1695127722,September,9,188725,5,1899-12-30 15:51:00,57060,1188240,Bus Driver,Wednesday,2023
BARNET,83,Assault,3,1696855828,2023,Qtr 4,October,9,2023,Qtr 4,October,10,2460225,20231007,7,"Mother and two female teenagers bordered the Bus one try to sneak past , I asked her for her oyster. She proceeded to go into a bag and pull out the oyster and just show me. I said you need to touch onto the reader , when she touched it on the reader, the card was not valid out of date. I told her she needed to pay for her fair she spoke to her mother and her mother said it is not my business and I should drive the bus. She is refusing to pay her child fair as her responsible adult. She then started kicking off being abusive and said I was racist so I called code red told the situation, they told me to hold there police are on my way after about 20 minutes half an hour of the mother just shouting away. They left the bus I called called code red  and I-bus I was clear",520498,14,2pm-6pm,2023,Qtr 4,October,7,IRIS,Church lane,1696917956,October,10,188519,2,1899-12-30 14:26:00,51960,1194821,Bus Driver,Saturday,2023
BARNET,H2,Assault,3,1667442893,2022,Qtr 4,November,3,2022,Qtr 4,November,3,2459871,20221018,18,"There was one Filipino lady as passanger ,wanted to report me and Piotre kobela due to diversion ,she assume we deliberately not dropping her to near her house or work place in willifield way junction with asmun Hill.
There first diversion due to water pipe burst on willifield way and road was closed and in few days again there was diversion because of tree had fallen down ,she was very upset and abusive ,and even now when she see us,she's giving us bad words",525229,20,6pm-10pm,2022,Qtr 4,October,18,IRIS,Willifield Way,1667442893,October,10,188704,16,1899-12-30 20:00:00,72000,1083501,Bus Driver,Tuesday,2022
BARNET,H2,Assault,3,1675342595,2023,Qtr 1,February,2,2023,Qtr 1,February,2,2459976,20230131,31,"Bicycle rider was intermediated bus while in service ,basically rider overtake the bus and slowing down deliberately middle of road ,so he peace off driver than i beep horn,he put his bike on floor and came to me took pictures and start abusing driver ,for no reason crazy guy",525128,18,6pm-10pm,2023,Qtr 1,January,31,IRIS,Hampstead Way,1675342595,January,1,188781,2,1899-12-30 18:11:00,65460,1110019,Bus Driver,Tuesday,2023
BARNET,H2,Assault,3,1675322322,2023,Qtr 1,February,2,2023,Qtr 1,February,8,2459977,20230201,1,"Regular Abusive passanger

TSM comments : Driver claims this is a drunk passenger that verbally assaults drivers.",524953,22,10pm-2am,2023,Qtr 1,February,1,IRIS,Station,1675848250,February,2,187685,1,1899-12-30 22:30:00,81000,1109909,Bus Driver,Wednesday,2023
BARNET,H2,Assault,3,1693496307,2023,Qtr 3,August,31,2023,Qtr 3,September,4,2460188,20230831,31,"A regular passenger tried to board a bus without any pass. 
I have said to her, that she cannot travel without a valid pass. I have not refused her the travel, yet I informed her, that I don't believe her story, that she is still waiting for her freedom pass as she is saying that for the last 3 months.

She started to threaten me with me losing my job. She demanded that I must tell her my name and employee number as she is going to report me. I have refused and stated that this data is protected under GDPR act, but she is more than welcome to take bus number.
She started to be really abusive, to a point that one of the passenger told her to f... off.

As she left the bus I drove off.",525629,14,2pm-6pm,2023,Qtr 3,August,31,IRIS,Northway,1693844770,August,8,188568,0,1899-12-30 14:14:00,51240,1181112,Bus Driver,Thursday,2023
BARNET,N113,Assault,3,1682980150,2023,Qtr 2,May,1,2023,Qtr 2,May,2,2460065,20230430,30,"A passenger got on the bus, i challenged him to pay his fare he refused and sat upstairs, i continued and when he was getting off he spat a huge mouthful of spit on the assault screen some of which came through the holes, i did a spit kit No762508, batch 83383, i went to the police station and got a reference No 2006300/23",524165,3,2am-6am,2023,Qtr 2,April,30,IRIS,Hendon Way,1683032332,April,4,187331,1,1899-12-30 03:20:00,12000,1134897,Bus Driver,Sunday,2023
BARNET,N20,Assault,3,1685168122,2023,Qtr 2,May,27,2023,Qtr 2,May,31,2460092,20230527,27,"I let a passenger on and he told me to wait for him, I said I was running late I wanted to drive and then he approached my cab door and banged on the screen and verbally threatened me. I called a code red, I was trying to drive but he was more abusive he eventually left just before he police came.",527217,1,10pm-2am,2023,Qtr 2,May,27,IRIS,High Road,1685512383,May,5,189255,0,1899-12-30 01:54:00,6840,1144111,Bus Driver,Saturday,2023
BARNET,N83,Assault,3,1672733965,2023,Qtr 1,January,3,2023,Qtr 1,January,3,2459944,20221230,30,"I started 1:00 am from Ealing Hospital. 01:32, A lady got the bus at Wembley park with staff pass and sit front seat. At Brent street bus stop a man come and touch his pass.  But not enough credit on it. I have asked him to other way pay ( Apple pay or bank card ). That lady come said to me "" I am going pay for him"" And touch her staff pass. I said you can't use your staff pass for other people. She starts abusive and F she sit her seat and shouting "" you know me who I am"" more. One of the other passenger asked her don't   shouting and asked me to continue. I press message 5 then continue my journey.",523566,1,10pm-2am,2022,Qtr 4,December,30,IRIS,Brent Street,1672733965,December,12,188757,4,1899-12-30 01:52:00,6720,1101008,Bus Driver,Friday,2022
BEXLEY,,Assault,3,1692424857,2023,Qtr 3,August,19,2023,Qtr 3,August,21,2460172,20230815,15,"Two surveyors working on the last trip of duty 3247 on bus route 96 experienced trouble with two passengers who were travelling together. While the surveyors were yet to approach them for a ticket survey, the two passengers set upon Mohamed and one of them deliberately stamped down on Mohamed's foot on account that his foot was touching an object which they have tossed away inside the bus. In fact Mohamed had to brush the small plastic black bag aside to stop himself from slipping inside the bus. They were threatening and confrontational and in the surveyor’s face and his partner had to come in between them to avoid further assault on him. The surveyors tried very hard to appease the two passengers and they persuaded them to calm down and sit down but the two passengers were still hostile, agitated and appeared to be under the influence of some stimulants which made it very difficult to get through to them.",557909,0,10pm-2am,2023,Qtr 3,August,15,IRIS,from Bluewater Bus Station to Plumstead Station,1692600007,August,8,173645,4,1899-12-30 00:05:00,300,1175927,Other Contractor Staff,Tuesday,2023
BEXLEY,132,Assault,3,1665567277,2022,Qtr 4,October,12,2022,Qtr 4,November,8,2459865,20221012,12,Abusive passenger threatening me as driving and punching the drivers assault screen causing me to break harshly. When pulled up at the next available stop used intercom to check if passengers was ok.,546871,8,6am-10am,2022,Qtr 4,October,12,IRIS,Blackfen Road,1667898358,October,10,174362,0,1899-12-30 08:10:00,29400,1076764,Bus Driver,Wednesday,2022
BEXLEY,132,Assault,3,1669619161,2022,Qtr 4,November,28,2022,Qtr 4,November,29,2459910,20221126,26,"I stopped in Eltham high st and began loading when a passenger asked for the ramp to be deployed for the wheelchair user on the pavement. After a little bit of confusion (I thought they wanted a bus behind me) I put the ramp out, dropped the bus to ease their boarding watched them on then raised the bus and pulled the ramp back in.
I turned around and opened the cab door to ask where they wanted to get off. I called out ""Hello... Hello"" then the person with the wheelchair user burst out shouting about touching their passes on. I explained that isn't what I was saying and I only wanted to know where they were intending to get off so I could plan ahead and make sure I positioned the bus safely for them. He was shouting and banging the cab screen telling me he'd let me know when they wanted to get off by pressing the ""f***ing blue bell"" and I should just ""drive the f***ing bus you jumped up c**t""
I asked him not to speak to me like that but he carried on so I asked him to get off. I called a code red as I was not happy to drive after the verbal assault.
 After a few minutes another passenger came and asked me to move off. I explained I was not happy to continue yet. That passenger then told me if ""if you don't drive the bus I'm going to put in a complaint"" I told him to feel free to complain and showed him the running number which he took a photo of.
The man with the wheelchair user shouted out that he was getting off the bus so I closed the doors, dropped the bus and let them off. He then came back up to the cab to threaten me and again referred to me as a ""jumped up c**t"" and said ""I hope your f***ing mum dies"".
After that I closed the doors and continued.
I used the pa system to explain to the passengers that I was only doing what I'm supposed to and that I shouldn't be expected to take verbal abuse.


When I got to the IKEA stop I went through the same routine with an intending wheelchair user and asked if they wanted the 02.
They did and there were no issues whatsoever.

The guy in Eltham was in my opinion ready for a row before he even got on.",542983,19,6pm-10pm,2022,Qtr 4,November,26,IRIS,Eltham High Street,1669725117,November,11,174427,2,1899-12-30 19:55:00,71700,1090992,Bus Driver,Saturday,2022
BEXLEY,132,Assault,3,1671779903,2022,Qtr 4,December,23,2022,Qtr 4,December,23,2459934,20221220,20,I picked up 6- 7 youngsters from blendon stop ever since they cane on bus they keep on ringing the bell at every stop so i was stopping thinking another passengers have rang the bell. When they keep on doing this I stopped at riefield Road stop and went upstairs to tell them stop ringing the bell but when I went upstairs I saw I girl using the vape and another was drinking alcohol so I asked them to come off the bus or I will call the police. They came off and stated pressing emergency buttons and not letting me move so I came out of cab to speak to them that stop doing as I was going back into the cab a boy in grey jacket hit me on the back and all ran away as there wad route B15 was going in to the riefield road and I did the code red and started the alarm.,544477,18,6pm-10pm,2022,Qtr 4,December,20,IRIS,Riefield road stop,1671781257,December,12,174518,3,1899-12-30 18:45:00,67500,1099027,Bus Driver,Tuesday,2022
BEXLEY,132,Assault,3,1682075756,2023,Qtr 2,April,21,2023,Qtr 2,April,24,2460055,20230420,20,"Passenger entered the bus wanting go to the next stop without paying, I explained that we could both see the next stop and he should walk if he can’t pay for his fair. The passenger ignored me and proceeded and walked on. I then turned off the bus without saying anything waiting for him to get off. 

The passenger now starts to swear and call me every name under the sun. After a couple minutes he decides to get off and call me a black cunt. ( this wasn’t the first time this had happened to me on duty and nothing was done for my well-being) so I’ve opened my door asking him to come back and say it  with the intention of him saying it again so I could get a couple witnesses for when the police turned up. 

The passenger came and repeated what he said and also kicked me twice once in the thigh and once in the leg. Then swang for me.at this point  I felt very threatened and felt like I had to defend myself in that moment.",543201,16,2pm-6pm,2023,Qtr 2,April,20,IRIS,Eltham High Street,1682328498,April,4,174431,1,1899-12-30 16:30:00,59400,1131925,Bus Driver,Thursday,2023
BEXLEY,229,Assault,3,1666421390,2022,Qtr 4,October,22,2022,Qtr 4,October,22,2459875,20221022,22,"The young man got off the electric scooter, after informing him that he could not transport electric scooters and had to get off, he refused. I turned off the engine and called Code Red - after 5 minutes the young man got out and threatened that ""if he ever meets me in Erith outside the bus cabin, he will show me"" cursing at the same time",551382,0,10pm-2am,2022,Qtr 4,October,22,IRIS,Bexley Road,1666421390,October,10,177999,0,1899-12-30 00:12:00,720,1079692,Bus Driver,Saturday,2022
BEXLEY,229,Assault,3,1673754457,2023,Qtr 1,January,15,2023,Qtr 1,January,15,2459959,20230114,14,"A drunken teenage girl sitting on the upper deck approached another passenger (who was an adult male who was listening to music through headphones) and started hitting him, I noticed this as I passed the Halcot Avenue stop (Stop C) and stopped the bus at the Broomfield Road stop (Stop D), in meanwhile the assault victim came down to the lower deck to inform me about assault. I pressed the Code Red button and while I was waiting for a call through the loudspeaker on the bus, I told the teenagers to leave the bus immediately. They ignored me so I left the cabin and went to the stairs (I didn't go up to them) and from a distance I shouted that they have to get off or call the police, teenagers got up from the seat and started calling me names. I went down to the lower deck to ask the passenger who was assaulted how he felt and whether to call an ambulance/police. In the meantime, drunk teenagers came down from the upper deck and one of them started swearing at me, she came up to me and started making threats, her friends dragged her away and pulled her off the bus. I got in the cab and tried to close the back door to go to the next stop where I could safely talk to a passenger who had been assaulted - but one of the drunk girls jumped on the bus just as the back door was closing and prevented me from closing it. I pressed the Code Red button again and noticed in the mirror that the drunk teenagers started fighting with each other and the passenger who was assaulted by them got off and try attempt  to separate them - I shouted at him to get on the bus and leave them, so he did and we drove off to next stop - where I got out of the cab and asked him again if he needed help. He said no, again he said he was just sitting and one of them came up and started hit him for no reason. He asked how he could report the assault and I advised him to call the TFL hotline, Arriva Dartford and also told him I would report the incident, explained that there were cameras on the Bus (I showed him where they were) and apologized to him for the situation.
Code Red only called me when I was approaching Bexley Station, they asked if the passenger wanted to call the police - the passenger said again no. After a few more stops, I approached him and asked for his details to be included in the report.",549634,22,10pm-2am,2023,Qtr 1,January,14,IRIS,Gravel Hill,1673754457,January,1,174764,1,1899-12-30 22:14:00,80040,1104626,Passenger / Customer,Saturday,2023
BEXLEY,229,Assault,3,1676297114,2023,Qtr 1,February,13,2023,Qtr 1,February,13,2459988,20230212,12,"I pulled over at Sidcup station for passengers to come off the bus and a young girl about 15years came down to tell me that she’s been sexually abused by a group of teenagers on the upper deck. She was in tears so I was deeply disturbed and quickly ran upstairs to find out what was going on. They (two girls and a boy) were very rude to me and I asked them to leave the bus. I called centre com, terminated the journey and apologised to the customers. I stayed on the bus with the girl waiting for the police which took more than an hour. A woman waiting at the stop for a bus was also very to the victim who was crying and shaking until her father arrived at the scene. I believe that the abuse may have been going on between Hurst Road and Sidcup Station.
CCTV footage may be between 20.00 - 20.10",546252,20,6pm-10pm,2023,Qtr 1,February,12,IRIS,Station Road,1676297114,February,2,172493,1,1899-12-30 20:08:00,72480,1113063,Passenger / Customer,Sunday,2023
BEXLEY,229,Assault,3,1678905665,2023,Qtr 1,March,15,2023,Qtr 1,March,15,2460019,20230315,15,"passenger on the bus without money or oyster she started abusing me she sat down swearing and shouting i saw her leave a can of beer at the bus stop
i switched off the bus and said for her to leave the bus then a lady asked her to leave but would not leave becoming aggressive I left the cab and asked her politely to leave the bus and she then picked up her phone i took her phone and put it on a bench outside the bus as she got off she punched me in the face I got into the cab started the bus and obtained a witness, the person then tried to grab my hand from the cab window I only left the cab as i was concerned for my passengers.",546350,11,10am-2pm,2023,Qtr 1,March,15,IRIS,sidcup station,1678905665,March,3,172628,0,1899-12-30 11:05:00,39900,1122992,Bus Driver,Wednesday,2023
BEXLEY,229,Assault,3,1680029449,2023,Qtr 1,March,28,2023,Qtr 1,March,28,2460032,20230328,28,witnessed an assault an elderly pedestrian was punched,549507,11,10am-2pm,2023,Qtr 1,March,28,IRIS,bexleyheath,1680029449,March,3,176030,0,1899-12-30 11:35:00,41700,1126813,Member of Public,Tuesday,2023
BEXLEY,229,Assault,3,1691733049,2023,Qtr 3,August,11,2023,Qtr 3,August,22,2460167,20230810,10,passenger spat at driver no other details spoke to i bus,546721,10,10am-2pm,2023,Qtr 3,August,10,IRIS,thamesmead,1692708180,August,8,180445,1,1899-12-30 10:09:00,36540,1173231,Bus Driver,Thursday,2023
BEXLEY,229,Assault,3,1696241078,2023,Qtr 4,October,2,2023,Qtr 4,October,2,2460219,20231001,1,driving through station road sidcup opposite new m& s an object came through my cab window at quite some speed the substance covered my top and trousers behind my seat this was an assault in the workplace and i could not continue due the the content of my uniform which i later learned to be ketchup it could of been my more had it could of hit eye area,546235,20,6pm-10pm,2023,Qtr 4,October,1,IRIS,Station Road,1696241078,October,10,172343,1,1899-12-30 20:12:00,72720,1192853,Member of Public,Sunday,2023
BEXLEY,244,Assault,3,1669371960,2022,Qtr 4,November,25,2022,Qtr 4,December,1,2459907,20221123,23,"I was pulling into the bus stop and man who gets off the bus that was already at the same bus stop walk out infront of my bus as i am pulling closer to the bus infront, he then starts punching the window and kicking the bus even the bus infront put on his assault alarm",547347,10,10am-2pm,2022,Qtr 4,November,23,IRIS,Abbey Wood Station,1669879396,November,11,179136,2,1899-12-30 10:06:00,36360,1090544,Bus Driver,Wednesday,2022
BEXLEY,269,Assault,3,1678641850,2023,Qtr 1,March,12,2023,Qtr 1,March,12,2460016,20230312,12,"I was driving T071 turning right into Faraday Ave when a car tried to beat the light in front of me cutting across my path as i stopped i made a hand gesture to say about the yellow traffic light and the gentleman proceeded to jump out of his vehicle and give me abuse from the window of the bus, I proceeded to give a comment back and explained that he was on camera next thing i know I've been punched in the face

There was a bus at the traffic lights driven by Mel Husband (410498 A609 DT307 DW427) who witnessed this happen

Duty manager received a phone call from an ex TFL official retired  Mr Richard Shore driving a grey audi who witnessed this event",546262,16,2pm-6pm,2023,Qtr 1,March,12,IRIS,Station Road,1678641850,March,3,172530,0,1899-12-30 16:00:00,57600,1121830,Bus Driver,Sunday,2023
BEXLEY,301,Assault,3,1677575193,2023,Qtr 1,February,28,2023,Qtr 1,February,28,2460000,20230224,24,Group of intoxicated youths kicked off and started fighting with all passengers on top deck,547666,21,6pm-10pm,2023,Qtr 1,February,24,IRIS,woolwich road,1677575193,February,2,177963,4,1899-12-30 21:30:00,77400,1118224,Passenger / Customer,Friday,2023
BEXLEY,301,Assault,3,1688840388,2023,Qtr 3,July,8,2023,Qtr 3,July,8,2460134,20230708,8,i picked up 3 males 1 had a plastic pint glass of alcohol i asked him to drink it before getting on the bus a lady even gave him a bottle with a lid to put it in in the end he drank the glass so i continued with the journey by the time i got to the next stop he came up to the cab door hitting the assult screen i called code red they could hear him kicking off so was sending the police. he then went back to his seat came back with the bottle which he had filled with some of the drink from his glass and threw it all over the cab door then got off. frinsbury park call me i explained it to them and was told to go back to the depot. on my way back NMCC called with a crime number of 298 8723,547347,0,10pm-2am,2023,Qtr 3,July,8,IRIS,Abbey Wood Station,1688840388,July,7,179133,0,1899-12-30 00:28:00,1680,1160156,Bus Driver,Saturday,2023
BEXLEY,401,Assault,3,1677479490,2023,Qtr 1,February,27,2023,Qtr 1,February,27,2460000,20230224,24,"I pulled up to the bus stop and there was roughly 60 primary school kids with their teachers, also two young girls roughly 17 years of age. I asked the two girls if they wouldn't mind letting the school kids on first to which they were fine with, but before they could start getting on a different girl walked straight passed everyone and tapped in. I asked her if she would wait until the younger kids could get on as they were there first but she said I've tapped in I'm getting on I don't queue. 
An elderly woman sitting in the front seat said to the girl the driver has asked you to wait causing the girl to shout at her. I then opened the cab door to stop her walking passed and she started to push the elderly woman. At that point a lady on the bus started to defend the elderly lady resulting in the two having a scuffle at the bottom of the stairs ending up out the exit doors and onto the foot path. 
I asked the elderly lady is she was ok, she said yes and got off the bus. I apologised to the teachers and asked if they could take all the children upstairs to keep away from the incident. In the mean time the two individuals that were fighting had got back on the bus via the exit doors and the aggressor was shouting at the other lady. I had already done a code blue and requested police assistance. At one point the teacher said to the aggressor that the police have been called and no one is going until they turn up. At that point the aggressor left the bus and was standing at the bus stop for approximately 20mins and then left the scene. I waited for an hour for the police to eventually turn up and took my statement and the names and phone numbers of witnesses",549277,12,10am-2pm,2023,Qtr 1,February,24,IRIS,Picardy Road,1677479490,February,2,178396,3,1899-12-30 12:11:00,43860,1117154,Member of Public,Friday,2023
BEXLEY,422,Assault,3,1679648787,2023,Qtr 1,March,24,2023,Qtr 1,March,31,2460027,20230323,23,Kids fought on the bus. I had to De-escalate the situation because I have a duty of care for my passenger's safety and myself.,548258,18,6pm-10pm,2023,Qtr 1,March,23,IRIS,Station Road,1680243083,March,3,176095,1,1899-12-30 18:15:00,65700,1125857,Passenger / Customer,Thursday,2023
BEXLEY,422,Assault,3,1688623632,2023,Qtr 3,July,6,2023,Qtr 3,July,7,2460131,20230705,5,I served the Bexleyheath station stop as bus was pulling away from stop a young white guy on the side walk suddenly he jumped in front of the moving bus and started banging on the windscreen  and swearing at me,548344,17,2pm-6pm,2023,Qtr 3,July,5,IRIS,8 Pickford lane,1688736499,July,7,176027,1,1899-12-30 17:54:00,64440,1158900,Bus Driver,Wednesday,2023
BEXLEY,422,Assault,3,1696580665,2023,Qtr 4,October,6,2023,Qtr 4,October,6,2460223,20231005,5,"I was going towards Bexleyheath station, there was a van coming towards me. There was a car obstruction on his side of the road so i flashed him to come through. 
once he made his way and was coming passed me he stopped. 
I thought he wanted to thank me but he threw a half eaten sandwich in my face through the cab window. 
He then drove off.",549507,12,10am-2pm,2023,Qtr 4,October,5,IRIS,pickford lane,1696596824,October,10,176030,1,1899-12-30 12:04:00,43440,1194149,Bus Driver,Thursday,2023
BEXLEY,428,Assault,3,1678132456,2023,Qtr 1,March,6,2023,Qtr 1,March,6,2460010,20230306,6,"I was made aware that a young child has been sexually assaulted buy a male passenger sitting next to him at the back of the bus by the mother of the child who was understandably in a state of distress to make sure I hard what she said to me correctly I asked what happened again then I called code red admittedly I did not use the safe word but there was so much going on. I stayed in my cab until I was asked to explain on the phone by the mother of the mother the child I explained the situation and that the police where on there way and that everything will be on cctv at this time the man was still on the bus and very confident about him self he got of the bus I went with him as I did not want him to get away then the police turned up and arrested the man in question. I have the reference numbers 

Cab 5441 
Ncc 493",551585,17,2pm-6pm,2023,Qtr 1,March,6,IRIS,Northend Road,1678132456,March,3,177304,0,1899-12-30 17:30:00,63000,1120247,Passenger / Customer,Monday,2023
BEXLEY,428,Assault,3,1682505925,2023,Qtr 2,April,26,2023,Qtr 2,April,26,2460061,20230426,26,I WAS VERBALLY ASSAULTED AND CALLED A BLACK CUNT,552332,9,6am-10am,2023,Qtr 2,April,26,IRIS,Slade Green,1682505925,April,4,176828,0,1899-12-30 09:38:00,34680,1133551,Bus Driver,Wednesday,2023
BEXLEY,486,Assault,3,1689938352,2023,Qtr 3,July,21,2023,Qtr 3,July,25,2460147,20230721,21,"At around 08:50am a female passenger was verbally abusing me whilst i pulled away from bus stop BD Crook log/ Dallin road. As I was looking in the interior mirror of the bus, the female passenger proceed to put up her middle finger at me and started mining ' you black c**t' about three or four times. She then started singing that 'I am sh*tty and smelly' a couple of times. I then stopped the bus at Upton Road Stop BK and told her to get of the bus and she got off the bus. I then proceeded to do a code red and notify NMCC about the incident that had taken place and notified my passengers that I will be at stop BK for a while until the police arrived. So I advised the passengers to board another bus to continue their journey. The Police arrived 30 minutes later and I explained to them what had happened.",548041,8,6am-10am,2023,Qtr 3,July,21,IRIS,bexley,1690267493,July,7,175473,0,1899-12-30 08:50:00,31800,1165188,Bus Driver,Friday,2023
BEXLEY,486,Assault,3,1690869133,2023,Qtr 3,August,1,2023,Qtr 3,August,7,2460155,20230729,29,Had a male get on the bus at bexleyheath shopping centre revenue got on after and the male refused to show a valid card revenue asked me to call police when I was at lion road I waited there for 25mins was then instructed to terminate at charlton station when I went to drive past the male 2 bus stops later he proceeded to spit at my windscreen I called ibus for assistance and the call was ignored,548601,15,2pm-6pm,2023,Qtr 3,July,29,IRIS,Lion Road,1691402603,July,7,175344,3,1899-12-30 15:35:00,56100,1169052,Bus Driver,Saturday,2023
BEXLEY,492,Assault,3,1691998941,2023,Qtr 3,August,14,2023,Qtr 3,August,22,2460170,20230813,13,Some Children were messing around and being nasty to other passengers  i opened the cab door to tell them to stop . One of them pushed the cab door shut with force and my finger got trapped .  i said i was calling police eventually they got off,549011,17,2pm-6pm,2023,Qtr 3,August,13,IRIS,North Cray Road,1692708156,August,8,172520,1,1899-12-30 17:00:00,61200,1173761,Bus Driver,Sunday,2023
BEXLEY,51,Assault,3,1670311693,2022,Qtr 4,December,6,2022,Qtr 4,December,21,2459916,20221202,2,Two man attacked another man and hurt him badly,545604,19,6pm-10pm,2022,Qtr 4,December,2,IRIS,Bellegrove Road,1671611031,December,12,176031,4,1899-12-30 19:10:00,69000,1093577,Passenger / Customer,Friday,2022
BEXLEY,51,Assault,3,1674025094,2023,Qtr 1,January,18,2023,Qtr 1,January,23,2459962,20230117,17,"I was given crittal corner turn coming from Woolwich. When I reached there, I spun the bus on the round about and park it on the other side of the road and I did make sure I leave enough space for coming buses. I was having my 5 minutes stand waiting for instruction to proceed. I stretched and relaxed myself ,whole I was on my phone, I heard a bang on the door, I went out to check what is going on, and I saw someone on his car behind me shouting, I asked him what is the matter, he said I should move my bus that was blocking his way in, I went back to my bus and his son came and open the rear door starting to swear at me, I said to him to calm down I was there for a minute I am about to depart, they were not having it, suddenly the ma was getting violent and decided he should move the bus himself, I said to him it is illegal I am not going to allow him. He went all the way inside the cabin and trying to start the bus, I followed him and I said I will call the police if you continued and he assault me by putting his hand on me. I felt threatened by his attitude. His son was trying to restrain him, he went out then came back wanted to get in the cab again.i call the police and report the incident and i was given the CAD5207. There was not need to be violent on me. Finally police turned up and the man was blaming drivers for parking in front of his house and he is pissed off with it. The police have warned the man about his future behaviour on the bus drivers.",547071,17,2pm-6pm,2023,Qtr 1,January,17,IRIS,Cray road,1674467322,January,1,170491,1,1899-12-30 17:18:00,62280,1105729,Bus Driver,Tuesday,2023
BEXLEY,51,Assault,3,1675675429,2023,Qtr 1,February,6,2023,Qtr 1,February,7,2459979,20230203,3,"I was taking over my second shift a the Mcdonald.  Just as I was about to vote the door a man and a woman  board the bus. The man tops his oyster and the woman went pass and sat.  I then ask her to tap in and the man said she is free.  I then ask her how old she is and he said 16. I try to email that she need an oyster to travel free. The man then told her to go sit  and tell me to do my job and drive. He then proceed to tell me that he is a black man with his mixed race daughter. I told her not because I am black, he want to single me out about black. I then closed the I told him I don't have to carry him abusing me as he was not shouting at me. I got off the bus. I then went back on and started up the bus to move off. At this time he started his verbal abuse again. I then did a code red. Eventually he got off. After I was proceeding  to Orpington.  When I gor to the oval at the blacken. I stop to take up passengers  and he then got back on the bus. I felt very intimated.  He continued to abuse me and the he took up the running number,  and said he want to know it.",546356,14,2pm-6pm,2023,Qtr 1,February,3,IRIS,Deepdene Road,1675776177,February,2,175880,3,1899-12-30 14:51:00,53460,1110968,Bus Driver,Friday,2023
