Data Ref Num,EIRF,DUP,Date,YEAR,MONTH,WEEKDAY,Time,HOUR,LOCATION,Area within Station,Area within Station (2),DESCRIPTION,Incident Classification,Harm Score,Victim's Job,Number of victims,Trigger 1,Trigger 2,SPIT,HATE,INTOX,RS/Beg,WEAP,YOUTH,REC,NOTES,PERIOD,WEEK,Reminder Flag,DESCRIPTION_IMMEDIATE_ACTIONS,HSE_INCIDENT_REFERENCE_NO,CRIME_REFERENCE_NO,DIM_INC_LOGGED_DATE_IEX_DWK,Summary
UK_IRF001296361,X,,16/09/2023,2023,SEP,SAT,16:15,16,Marble Arch,Gate line,,"White male approx 30 years old doubled gated wag 22 at Marble Arch - RCO said wheres your ticket male aggressively said ""who are you to tell me "" he shoed his badge and introduced himself - male weas so aggresive he banged a half filled wine bottle on the side of the WAG and then called RCO a monkey - he was asked  to leave the stn he refused he then began racially abusing another RCO by sayin g "" you fucking Southall ""  he pushed RCI violently in chest (see eirf 001296347 this is a racial assault against staff he then started swinging the wine bottle above his head as he walked off he was shouting abuse and shouting for one of us to go upstairs he was then proceeded to spit at all of us the spit landed just in front of us we used a spit kit immediately to obtain evidence. the male made off police were informed and attended baker St and have taken statements from all of us  BWC  docked as activated  This is a racially aggravated assault and EIRF 001296347 refers to assault on RCI Powell",Physical,,RV70,,,,,,,,,,,,6,,,BTP 3976 attended statements taken - spit kit also taken by police,UK_IRF001296361,,20230916,"White male approx 30 years old doubled gated wag 22 at Marble Arch - RCO said wheres your ticket male aggressively said ""who are you to tell me "" he shoed his badge and introduced himself - male weas so aggresive he banged a half filled wine bottle on the side of the WAG and then called RCO a monkey - he was asked  to leave the stn he refused he then began racially abusing another RCO by sayin g "" you fucking Southall ""  he pushed RCI violently in chest (see eirf 001296347 this is a racial assault against staff he then started swinging the wine bottle above his head as he walked off he was shouting abuse and shouting for one of us to go upstairs he was then proceeded to spit at all of us the spit landed just in front of us we used a spit kit immediately to obtain evidence. the male made off police were informed and attended baker St and have taken statements from all of us  BWC  docked as activated  This is a racially aggravated assault and EIRF 001296347 refers to assault on RCI Powell"
UK_IRF001296361,X,,16/09/2023,2023,SEP,SAT,16:15,16,Marble Arch,Gate line,,"White male approx 30 years old doubled gated wag 22 at Marble Arch - RCO said wheres your ticket male aggressively said ""who are you to tell me "" he shoed his badge and introduced himself - male weas so aggresive he banged a half filled wine bottle on the side of the WAG and then called RCO a monkey - he was asked  to leave the stn he refused he then began racially abusing another RCO by sayin g "" you fucking Southall ""  he pushed RCI violently in chest (see eirf 001296347 this is a racial assault against staff he then started swinging the wine bottle above his head as he walked off he was shouting abuse and shouting for one of us to go upstairs he was then proceeded to spit at all of us the spit landed just in front of us we used a spit kit immediately to obtain evidence. the male made off police were informed and attended baker St and have taken statements from all of us  BWC  docked as activated  This is a racially aggravated assault and EIRF 001296347 refers to assault on RCI Powell",Threat,,RV70,,,,,,,,,,,,6,,,BTP 3976 attended statements taken - spit kit also taken by police,UK_IRF001296361,,20230916,"White male approx 30 years old doubled gated wag 22 at Marble Arch - RCO said wheres your ticket male aggressively said ""who are you to tell me "" he shoed his badge and introduced himself - male weas so aggresive he banged a half filled wine bottle on the side of the WAG and then called RCO a monkey - he was asked  to leave the stn he refused he then began racially abusing another RCO by sayin g "" you fucking Southall ""  he pushed RCI violently in chest (see eirf 001296347 this is a racial assault against staff he then started swinging the wine bottle above his head as he walked off he was shouting abuse and shouting for one of us to go upstairs he was then proceeded to spit at all of us the spit landed just in front of us we used a spit kit immediately to obtain evidence. the male made off police were informed and attended baker St and have taken statements from all of us  BWC  docked as activated  This is a racially aggravated assault and EIRF 001296347 refers to assault on RCI Powell"
UK_IRF001296335,X,,16/09/2023,2023,SEP,SAT,17:05,17,Latimer Road,Booking Office,,"IC3 young male spat at the ticket window, very aggressive and violent. Punched the glass on the ticket window and threatened CSS J Limbachiya to stab him to death. and he has been to jail for 2 times before (said by the Assailant)",Threat,,CSS2,,,,,,,,,,,,6,,,"16.50 : Traction Current off due to an item retrieval from tracks at LGR station.
17.04 : IC3 young male pushed through the WAG21.
17.04 : Another passenger IC1 touched his card and entered through gate 40.
17.04 : I made an announcement using the desktop microphone speaker unit from the office that the train are not running due to traction current off.
17.05 : IC3 (Assailant) male started to speak in between. I said I am speaking to the gentle man at the back please wait.
17.05 ; IC3 (Assailant) male started to get very angry and started to swear. He kept pushing the WAG gates going out and in and constantly threating me that he will stab me. He also mentioned that he has been to the jail or 2 times in past and he is not scarred to go one more time. Also mentioned that he has a bladed weapon in his side bag and that he will stab me right now. Assailant male also said that he knows people that are round the corner from the station and that they will kill me anytime he wants.
17.07 Assailant male made his way upstairs to catch the next EB train. 

 The whole incident put me in shock for a short time. 
Approx 17.12 : ABM operative arrived at the station to book on.
I asked her to clean the window as soon as possible as there are other customers who are coming to the counter asking for the advise and its not safe for them. ABM operative quickly cleaned the window as per the instruction, hence I couldn't take the spit swab.",UK_IRF001296335,,20230916,"IC3 young male spat at the ticket window, very aggressive and violent. Punched the glass on the ticket window and threatened CSS J Limbachiya to stab him to death. and he has been to jail for 2 times before (said by the Assailant)"
UK_IRF001298609,X,,25/09/2023,2023,SEP,MON,16:45,16,Chalk Farm,Booking Hall,,"Whilst out on the gate line at approximately 1645 with CSA J a light skinned IC3 male with dreadlocks medium build approximately 5 foot 10 approached with his black mountain bike and an uber eats delivery backpack on his back he had a padlock around his neck. He wanted to travel as he had a flat tyre. CSA J told him that unfortunately he would not be able to travel from this station as he could not take the mountain bike through this section of the underground as it was non folding, and it was against the fire regulations. The male said I dont care what you say Im taking it. I then explained to the male again that he could not travel with the bike and the reason why I asked the male where he was going as I was trying to find a different way for him to travel. He said I dont care Im traveling. I said we would not allow him entry because of the fire regulations. The male was standing on the unpaid side of the WAG I stood on the paid side of the WAG. The male then became abusive and aggressive towards me. I told him we would call the police if he carried on. I activated my body warn camera and requested CSA J call the BTP. The male than carried on being abusive towards me. He then began shouting very loudly that I was being racist towards him repeatedly and tried to intimidate me and threaten me in front of other customers. I told him that I was not racist. That the same rules apply to everyone it was the fire regulations following the Kings Cross Fire where 31 people died and why does he think that it was ok for just him to break the rules and put other peoples safety in danger. When he did not get the reaction, he was hoping for from the other passengers he became more abusive and threatening to me. He then proceeded to pass his bike over the railings by the emergency stairs. He threatened me telling me not to touch him or his bike I did not touch him. He then ran down the Emergency stairs with his bike I followed him down the stairs and attempted to contact the line controller via the radio however the male quickly boarded a southbound train and left the station. I came back upstairs and reported the incident to the BTP reference number 417 25/09/23. As the males behaviour towards me was totally unacceptable as he was threatening me and abusing me as well as breaking bylaws and fare evading.  
The male was in fact racist towards me as the accusations thrown at me were only because of my race. As two of us had told the male exactly the same thing and it was done in the hope that other people would label me racist and abuse me.",Threat,,CSM2,,,,,,,,,,,,7,,,I was abused and threatened by an uber eats employee who fare evaded and broke bylaws.,UK_IRF001298609,417 25/09/23,20230925,I said we would not allow him entry because of the fire regulations. I told him we would call the police if he carried on. I activated my body warn camera and requested CSA J call the BTP.
UK_IRF001300723,X,,30/09/2023,2023,SEP,SAT,16:45,16,Southgate,Booking Hall,,"At approx. 16:35 BB02 received a call on the Connect radio from BB43, advising that there is an abusive male in the ticket hall.

BB02 arrived in the ticket hall, and witnessed male shouting profanities such as ""f**k you"" and the Polish word for ""b***h"". The male, in desperation, kept shouting ""my daughter"". BB02 asked the male what was wrong. The male aggressively swore at BB02.

After a short time, XB13 telephoned 999 for BTP assistance. BB02 informed the male that the police were on their way, The male replied ""f**k you"". The male aggressively asked customers to open a UTS gate for him, but he was being ignored. BB02 continued to try to calm the man down, however he made it apparent that he was considering hitting BB02 with his crutches.

At 16:49, the male swung one of his crutches and struck a window of the passimeter.

The male then exited the station, before disappearing.

BTP Officers 2746 and 4465 arrived at 17:10, who spoke to the members of staff. None of the staff wish to pursue this matter with the police, however want the incident logged for intelligence.

None of the staff require TSG support, and all are OK with continuing their duties.",Verbal,,CSS1,,,,,,,,,,,,7,,,Abusive male. Unknown reason.,UK_IRF001300723,,20230930,"The male aggressively asked customers to open a UTS gate for him, but he was being ignored. BTP Officers 2746 and 4465 arrived at 17:10, who spoke to the members of staff. None of the staff require TSG support, and all are OK with continuing their duties."
UK_IRF001300723,X,,30/09/2023,2023,SEP,SAT,16:45,16,Southgate,Booking Hall,,"At approx. 16:35 BB02 received a call on the Connect radio from BB43, advising that there is an abusive male in the ticket hall.

BB02 arrived in the ticket hall, and witnessed male shouting profanities such as ""f**k you"" and the Polish word for ""b***h"". The male, in desperation, kept shouting ""my daughter"". BB02 asked the male what was wrong. The male aggressively swore at BB02.

After a short time, XB13 telephoned 999 for BTP assistance. BB02 informed the male that the police were on their way, The male replied ""f**k you"". The male aggressively asked customers to open a UTS gate for him, but he was being ignored. BB02 continued to try to calm the man down, however he made it apparent that he was considering hitting BB02 with his crutches.

At 16:49, the male swung one of his crutches and struck a window of the passimeter.

The male then exited the station, before disappearing.

BTP Officers 2746 and 4465 arrived at 17:10, who spoke to the members of staff. None of the staff wish to pursue this matter with the police, however want the incident logged for intelligence.

None of the staff require TSG support, and all are OK with continuing their duties.",Threat,,CSA1,,,,,,,,,,,,7,,,Abusive male. Unknown reason.,UK_IRF001300723,,20230930,"The male aggressively asked customers to open a UTS gate for him, but he was being ignored. BTP Officers 2746 and 4465 arrived at 17:10, who spoke to the members of staff. None of the staff require TSG support, and all are OK with continuing their duties."
UK_IRF001300723,X,,30/09/2023,2023,SEP,SAT,16:45,16,Southgate,Booking Hall,,"At approx. 16:35 BB02 received a call on the Connect radio from BB43, advising that there is an abusive male in the ticket hall.

BB02 arrived in the ticket hall, and witnessed male shouting profanities such as ""f**k you"" and the Polish word for ""b***h"". The male, in desperation, kept shouting ""my daughter"". BB02 asked the male what was wrong. The male aggressively swore at BB02.

After a short time, XB13 telephoned 999 for BTP assistance. BB02 informed the male that the police were on their way, The male replied ""f**k you"". The male aggressively asked customers to open a UTS gate for him, but he was being ignored. BB02 continued to try to calm the man down, however he made it apparent that he was considering hitting BB02 with his crutches.

At 16:49, the male swung one of his crutches and struck a window of the passimeter.

The male then exited the station, before disappearing.

BTP Officers 2746 and 4465 arrived at 17:10, who spoke to the members of staff. None of the staff wish to pursue this matter with the police, however want the incident logged for intelligence.

None of the staff require TSG support, and all are OK with continuing their duties.",Threat,,CSM2,,,,,,,,,,,,7,,,Abusive male. Unknown reason.,UK_IRF001300723,,20230930,"The male aggressively asked customers to open a UTS gate for him, but he was being ignored. BTP Officers 2746 and 4465 arrived at 17:10, who spoke to the members of staff. None of the staff require TSG support, and all are OK with continuing their duties."
UK_IRF001295669,X,,13/09/2023,2023,SEP,WED,16:48,16,London Bridge,Gate line,,"RCO 0117 was checking tickets on the way in wag 25 she saw a male as described double through the gate - she introduced her self and asked to see the males ticket to travel - he produced  a ITSO South Eastern Trains Bearers card - he said he was using this - i noticed this was for use on South Eastern Trains only it also stated ""duty travel only Churchill ID required "" the male then said ""this is my aunts she gave  me consent to use it "" i placed the pass in my pocket after checking the pass on my RID  and started to explain that i would need his details he said he was late for work and didnt have time he was getting very agitated - we moved over to the side out of the way of customers as it was getting very busy - he repeated again that he was late for work and angrily said "" give me it back its not yours your thieving this from me "" he was very angry he would not allow me to speak and he started making threats that i had no right to take it and that he wanted the pass back and that i cant thieve it from him again i tried to explain to him he then went forward and tried to put his hand into my trouser pocket to grab the pass  where i had placed it  he was getting angrier and angrier that i would not give the pass - he was very close to me and fearing he would physically assault me i told my colleagues i was leaving the gateline to go to place of safety in control room i stayed there for several minutes came back out male unfortunately was still talking to my colleagues i was informed by them that he saw me and said   "" that bitch stole my aunties  pass"" he would l not listen to the CSS or my colleagues.I had withdrawn the pass as he was not the bearer of the pass and had produced to me the pass as his ticket when asked to see his ticket but the RID does not give any other info of journeys used  at  approx 1720 we informed CSMRC Lloyd and requested to leave the stn as was worried the male would return lloyd offered  duty of care and gave authority for us to leave and head to Baker St .",Threat,,RV70,,,,,,,,,,,,6,,,place of safety sought,UK_IRF001295669,,20230913,"RCO 0117 was checking tickets on the way in wag 25 she saw a male as described double through the gate - she introduced her self and asked to see the males ticket to travel - he produced  a ITSO South Eastern Trains Bearers card - he said he was using this - i noticed this was for use on South Eastern Trains only it also stated ""duty travel only Churchill ID required "" the male then said ""this is my aunts she gave  me consent to use it "" i placed the pass in my pocket after checking the pass on my RID  and started to explain that i would need his details he said he was late for work and didnt have time he was getting very agitated - we moved over to the side out of the way of customers as it was getting very busy - he repeated again that he was late for work and angrily said "" give me it back its not yours your thieving this from me "" he was very angry he would not allow me to speak and he started making threats that i had no right to take it and that he wanted the pass back and that i cant thieve it from him again i tried to explain to him he then went forward and tried to put his hand into my trouser pocket to grab the pass  where i had placed it  he was getting angrier and angrier that i would not give the pass - he was very close to me and fearing he would physically assault me i told my colleagues i was leaving the gateline to go to place of safety in control room i stayed there for several minutes came back out male unfortunately was still talking to my colleagues i was informed by them that he saw me and said   "" that bitch stole my aunties  pass"" he would l not listen to the CSS or my colleagues.I had withdrawn the pass as he was not the bearer of the pass and had produced to me the pass as his ticket when asked to see his ticket but the RID does not give any other info of journeys used  at  approx 1720 we informed CSMRC Lloyd and requested to leave the stn as was worried the male would return lloyd offered  duty of care and gave authority for us to leave and head to Baker St ."
UK_IRF001295474,X,,12/09/2023,2023,SEP,TUE,17:12,17,Archway,Booking Hall,,"1714hrs
A slim black male, 5'10, mid to late 20's walked in from the Highgate Hill exit and collapsed by the MFM30, next to the pillar.
He was having a seizure and was unresponsive to the two CSAs who are attending him.

1715hrs
CSM called LUCC 1899 to request an ambulance.
Ref :- 82

1723hrs
Paramedic C851 arrives.
The patient had now regained conciousness 

1728hrs
The patient was showing signs of aggression towards the paramedic and resisting any help
He was more concerned about the bottle of wine he was carrying in his pocket.
One of the CSAs was talking to the male in Somali to try and reason with him to let the paramedic help him.

1729hrs
CSM called the BTP on 999 for assistance.
Ref :- 505

1730hrs
The paramedic, unbeknownst to the CSM, had also called the BTP for assistance.


1732hrs
The male made his way through the gateline towards the escalator

1734hrs
Ambulance crew E222 arrived.

1734hrs
The male went down the escalator the paramedics followed him as did the CSS, still hoping to reason with him
The male boarded a southbound train and CSS and medical staff returned to the Ticket Hall.

1739hrs
BTP units B430 and B175 arrive on station

1743hrs
All emergency service crews and units off station.



.",Other,,CSM2,,,,,,,,,,,,6,,,"The male has epileptic seizures but had not taken his medication.
This thought to have been the cause of him collapsing.",UK_IRF001295474,,20230916,1715hrs CSM called LUCC 1899 to request an ambulance. 1728hrs The patient was showing signs of aggression towards the paramedic and resisting any help He was more concerned about the bottle of wine he was carrying in his pocket. 1743hrs All emergency service crews and units off station.
UK_IRF001297802,X,,22/09/2023,2023,SEP,FRI,16:24,16,Battersea Power Station,Booking Hall,,"Customer description: Black female, approx. 30 years old. Brown hoodie, cream overcoat, blue jeans, white Nike trainers.

16:24:43 Customer with black pushchair attempts to enter WAG 24, with contactless mobile phone. 
16:25.19 Lima 09 approaches customer to offer assistance. Lima 09 and customer in conversation.
16:25:41 Lima 09 walks away from customer. Lima 09 stated that customer was verbally abusive to her.
16:25:58 Lima 13 approaches customer to offer assistance.
16:26:08 Lima 09 activates BWC due to continued verbal abuse and hand gestures, and stands on paid side of Gate 47.
16:26.14 Customer moves to unpaid side of Gate 47 with the gate paddles separating customer and Lima 09. Customer rushes up to to gate paddles to 'square up' to Lima 09. Lima 09 states that customer said 'I'll punch you and it will be recorded on your camera;. Lima 09 retreats to GLAP.

Customer continues to try multiple times to use their contactless device to enter via WAG 24 and WAG 23.. Lima 13 tries to offer assistance.

16:28:37 Lima 13, again explains to the customer the reason the contactless mobile is not working. Customer walks off towards exit.
16:28:40 Customer stops at GLAP, - makes gestures, and calls Lima 09 'fat bitch'.
16:29:24 Customer enters Lift 2.
16:30:12 Customer exits station boundary and turns right onto Battersea Park Road.

Cameras: 020 GLAP unpaid, 040 GLAP paid, 021 WAG unpaid, 041 WAG paid, 013 Lift 2.
BTP ref 425/220923. BWC tagging ref WVA-22092023-213534.",Threat,,CSA1,,,,,,,,,,,,7,,,Customer's contactless mobile phone was blocked from using TFL.'s services. Customer became abusive to member of staff.,UK_IRF001297802,,20230922,"Lima 09 states that customer said 'I'll punch you and it will be recorded on your camera;. 16:28:40 Customer stops at GLAP, - makes gestures, and calls Lima 09 'fat bitch'. 16:30:12 Customer exits station boundary and turns right onto Battersea Park Road."
UK_IRF001300053,X,,27/09/2023,2023,SEP,WED,16:50,16,St.Johns Wood,Booking Hall,,"3 X Teenagers from Beachroft school entered the station. 
16:32: 30 A teenager wearing black top and black trouser Pushed through WAG 22 
16:32:33  Another wearing grey trousers, white top, black hair doubled through behind her.
16:32:43 This girl turns back to hold the WAG 22 opened for their third colleague.
16:32:46 The girl holding WAG 22 open
16:32:50 CSA came up the stairs and tried to close the WAG 22
16:51 Their friend wearing all black and balaclava arrived and tried to push through WAG 22 as CSA was pulling the WAG close from the two girls and pushed the CSA/assaulted the CSA by making contact with him.
16:33 the teenager wearing top white and grey trouser maliciously activated the top diamond to stop escalator 1 and she and her colleagues walked down the escalator 1 to go down to the platforms. There were people on the escalator at the time of the malicious stoppage.
16:34 Escalator1 returned to customer service.",Physical,,CSA1,,,,,,,,,,,,7,,,"Fare evasion caused the teenager to push the CSA as CSA was closing the WAG 22 and malicious activation of the top diamond caused the escalator 1 to stop in service.
CSA reported the incident to the the BTP via 61069 awaiting Crime reference.",UK_IRF001300053,,20230927,3 X Teenagers from Beachroft school entered the station. 16:32:43 This girl turns back to hold the WAG 22 opened for their third colleague. 16:33 the teenager wearing top white and grey trouser maliciously activated the top diamond to stop escalator 1 and she and her colleagues walked down the escalator 1 to go down to the platforms.
UK_IRF001298602,X,,25/09/2023,2023,SEP,MON,17:15,17,Northfields,Platform,,"17;15 LIS called to some one was laying on the westbound local (platform 1)  I believe he got off terminating train 363.
could  I investigate.
Found A white male laying on the platform, when asked if he was feeling o.k, 
He said he was napping, he was asked to move to the bench where he could sit comfortably as people were concerned for his safety.
After a very one sided conversation, He finally got off the floor, after making threats if I did not move out of the way, he would get me, 
I did ask him if he was threatening me, He replied with, He knew people that would hunt me down and assassinate me, 
He mentioned killing me at least 3 times. He was argumentative & threatening  throughout our conversation
kept my distance, spoke to controller, as he boarded westbound 344, 4th car. departed at 17;27",Threat,,CSS2,,,,,,,,,,,,7,,,"that I would not let him nap

BWC 258383",UK_IRF001298602,,20230925,"17;15 LIS called to some one was laying on the westbound local (platform 1)  I believe he got off terminating train 363. could  I investigate. After a very one sided conversation, He finally got off the floor, after making threats if I did not move out of the way, he would get me, I did ask him if he was threatening me, He replied with, He knew people that would hunt me down and assassinate me, He mentioned killing me at least 3 times. He was argumentative & threatening  throughout our conversation kept my distance, spoke to controller, as he boarded westbound 344, 4th car."
UK_IRF001300737,X,,30/09/2023,2023,SEP,SAT,17:15,17,Oxford Circus,Stairs,,"At approximately 17:10 I went for a break upstairs to bring RCI's some refreshments. 
UPON my at approximately 17:15 I entered the station via the exit 6 stairway and was confronted by a male (Black male 5.11, slim build age approximately 19, short black hair wearing all black clothing) who ran straight into me knocking me over. He was pursued by a male and female Police officer who was attempting to arrest the male in question.
Upon being knocked over the male stamped on my elbow he was resisting arrest and had the upper hand of to two officers. The female officer was shouting at the male to stop resisting, but the male kept fighting. I could see the officers were getting hurt so I assisted the officers in detaining the male. He resisted and we all fell a couple of stairs downwards. I hit my head on the blue handrail and also landed on my left elbow grazing it, my back and my knee. My face got scuffed in the scuffle between the male and police. I was told to move out the way as the male got to his feet and was still resisting. The officers took him to the floor again. I ran downstairs to get more officers to assist. All officers were busy. Eventually two other officers ran over, I directed them to the scene quickly.
At approximately 17:17 An arrest was made of the male.
At approximately 17:20 the female MET PC arrived downstairs to ask if I was ok she noticed blood on my shirt and record any injuries, she also took my details. She was injured.
She was an Inspector with the MET Aiveet.McManns and gave me the CAD no. 3803/30/9/23",Physical,,RV50,,,,,,,,,,,,7,,,Male was running from Police I assisted to prevent more injuries.,UK_IRF001300737,,20230930,"At approximately 17:10 I went for a break upstairs to bring RCI's some refreshments. Eventually two other officers ran over, I directed them to the scene quickly. At approximately 17:20 the female MET PC arrived downstairs to ask if I was ok she noticed blood on my shirt and record any injuries, she also took my details."
UK_IRF001293738,X,,05/09/2023,2023,SEP,TUE,17:15,17,Fulham Broadway,Booking Hall,,"17:15  A group of young males (16 years old average) barged  through the wide aisle gate (way in). 
CN24 made a radio call to informed he has been threatened by  members of the group. 
CN24 was told  "" Watch yourself old man ..""  but was not physically assaulted.
CN24 was upset and then  had  a break.
CN02 provided duty of care.",Threat,,CSA1,,,,,,,,,,,,6,,,"CN24 was threatened by a group of youngsters dressed mostly in black. Individuals could not be identified by CN24
CN24 did not wish to give a statement to the police. Frustrated due to negative outcome from previous police investigation.
No record from  body worn video camera. CN24 had no camera at the time of the incident.

Incident reported to BTP reference 050923/684",UK_IRF001293738,,20230910,17:15  A group of young males (16 years old average) barged  through the wide aisle gate (way in). CN24 made a radio call to informed he has been threatened by  members of the group. CN24 was upset and then  had  a break.
UK_IRF001293488,X,,04/09/2023,2023,SEP,MON,16:30,16,Parsons Green,Platform,,"- At approximately 16:30 after detraining a WB service I saw a male trying to go behind the barriers at the tail end of the WB , he said he was looking for a lift!
- He then asked me to carry his trolley that had three carts of tool boxes down the stairs, which I declined due to being on the platform assisting with detrainment also for how heavy his stuff were.
- He insisted that I should help him and that it is my job to drop of everything and help him he then reached out with his hand and touch the side of my chest so he can read my name badge, I told him to back off and not touch me again, he started to get aggressive.
- CSS DN22 came upstairs and assisted me and he tried to explained to him politely that we cannot help him with his stuff down the stairs and mentioned condition of carriage.
- At 16:56 After a serious of constant abuse from him he decided to leave however he insulted CSS Gibson by calling him a F****** B**** N*****",Verbal,,CSS2,,,,,,,,,,,,6,,,- I tried to contact BTP on 109 and 999 no answer AT ALL .,UK_IRF001293488,,20230904,"- He then asked me to carry his trolley that had three carts of tool boxes down the stairs, which I declined due to being on the platform assisting with detrainment also for how heavy his stuff were. - He insisted that I should help him and that it is my job to drop of everything and help him he then reached out with his hand and touch the side of my chest so he can read my name badge, I told him to back off and not touch me again, he started to get aggressive. - At 16:56 After a serious of constant abuse from him he decided to leave however he insulted CSS Gibson by calling him a F****** B**** N*****"
UK_IRF001293488,X,,04/09/2023,2023,SEP,MON,16:30,16,Parsons Green,Platform,,"- At approximately 16:30 after detraining a WB service I saw a male trying to go behind the barriers at the tail end of the WB , he said he was looking for a lift!
- He then asked me to carry his trolley that had three carts of tool boxes down the stairs, which I declined due to being on the platform assisting with detrainment also for how heavy his stuff were.
- He insisted that I should help him and that it is my job to drop of everything and help him he then reached out with his hand and touch the side of my chest so he can read my name badge, I told him to back off and not touch me again, he started to get aggressive.
- CSS DN22 came upstairs and assisted me and he tried to explained to him politely that we cannot help him with his stuff down the stairs and mentioned condition of carriage.
- At 16:56 After a serious of constant abuse from him he decided to leave however he insulted CSS Gibson by calling him a F****** B**** N*****",Verbal,,CSS2,,,,,,,,,,,,6,,,- I tried to contact BTP on 109 and 999 no answer AT ALL .,UK_IRF001293488,,20230904,"- He then asked me to carry his trolley that had three carts of tool boxes down the stairs, which I declined due to being on the platform assisting with detrainment also for how heavy his stuff were. - He insisted that I should help him and that it is my job to drop of everything and help him he then reached out with his hand and touch the side of my chest so he can read my name badge, I told him to back off and not touch me again, he started to get aggressive. - At 16:56 After a serious of constant abuse from him he decided to leave however he insulted CSS Gibson by calling him a F****** B**** N*****"
UK_IRF001302919,X,,09/10/2023,2023,OCT,MON,17:24,17,Cockfosters,Platform,,"A 6' 4"" medium built man in early forties wearing a red t-shirt with 3 X lions and 'England' imprinted on it and grey track-suit bottoms was seen by the train cleaner urinating midway between platforms 3/4 and exposing his gentiles. When the cleaner objected to what he was doing and told him that there were toilets on the station the man became irate and started verbally abusing the cleaner by making racial slurs (using the 'N' word). The cleaner complained to the CSA at the barrier and he confronted the man in a train on the platform and asked him to leave the station. The man answered ""Is this because I used the ""N"" word?? He followed the CSA's instructions and left the train and the station (pushed out through the WAG at 17:24 hrs.)  but continued abusing the cleaner and said he was going to come back for him.
BTP advised. Incident number 513. The incident had greatly distressed the Cleaner and he was advised to book off duty.",Threat,,,,,,,,,,,,,,7,,,A person with possible mental health issues not taking kindly for being told not to urinate on the platforms and using racist and hostile language to intimidate his accuser.,UK_IRF001302919,2300118974,20231009,"A 6' 4"" medium built man in early forties wearing a red t-shirt with 3 X lions and 'England' imprinted on it and grey track-suit bottoms was seen by the train cleaner urinating midway between platforms 3/4 and exposing his gentiles. but continued abusing the cleaner and said he was going to come back for him. The incident had greatly distressed the Cleaner and he was advised to book off duty."
UK_IRF001300251,X,,28/09/2023,2023,SEP,THU,16:10,16,Russell Square,Booking Hall,,"Approximately 16:10 - Female customer approached HN25 on the gate line and asked for directions to the 'Palace', HN25 misheard and thought they asked for directions to Paris, HN25 responded with ""Au reviour"" as a joke, the customer replied with Buckingham Palace at which point HN25 apologised and began giving directions.

The customer then became agitated and began accusing HN25 of being racist because english is not their first language, and began verbally abusing HN25. HN25 became angry of being accused of being racist and as HN25 felt himself lose control of the situation he removed himself from the situation and went to a place of safety in the control room and advised GN11 of what had happened.

While HN25 and GN11 were discussing what had happened the female customer along with two other women travelling with her, continued in talking to HN24, HN24 did not feel comfortable talking to them and advised they can make a complaint via the TFL website, HN24 continually tried to move away from them, however they continued to follow before verbally abusing HN24 calling them "" An uneducated idiot"" HN24 then exited the ticket hall area and through the side door to Area manager complex.

All three customers then made their way to the control room and spoke with GN11 regarding the incident.

GN11 stated they would make a log book entry of the incident, and the customer can make an official complaint via the TFL website.
The three females began making racist remarks about HN25 stating english is not his first language, making an assumption of his heritage and his upbringing. They then stated to GN11 that I need to sack HN25. 

GN11 was unable to hold a conversation with the three female customers, as they had an extremely aggressive tone, were questioning HN25's heritage and upbringing and the assumption of being Pakistani is a bad thing and should lead to his dismissal from his job.
At this point GN11 could no longer continue to listen to the female customers and closed the door, as the conversation was not going anywhere and did not want to listen to the remarks they were making any longer.

Upon closing the door, one of the females either kicked or banged on the door in aggression, while waiting to enter lift number 1 they continued with very intimidating behaviour by continuing to look into the control room and appeared to be mouthing obscenities ,",Verbal,,CSA1,,,,,,,,,,,,7,,,"HN25 misheard the destination the customer was asking directions for and made a joke of 'Au reviour' thinking the customer asked for Paris and not Palace. 

This misunderstanding led to the customer accusing HN25 of being racist

The aggressive and intimidating behaviour of the three females in my opinion was completely uncalled for.",UK_IRF001300251,,20230928,"Approximately 16:10 - Female customer approached HN25 on the gate line and asked for directions to the 'Palace', HN25 misheard and thought they asked for directions to Paris, HN25 responded with ""Au reviour"" as a joke, the customer replied with Buckingham Palace at which point HN25 apologised and began giving directions. While HN25 and GN11 were discussing what had happened the female customer along with two other women travelling with her, continued in talking to HN24, HN24 did not feel comfortable talking to them and advised they can make a complaint via the TFL website, HN24 continually tried to move away from them, however they continued to follow before verbally abusing HN24 calling them "" An uneducated idiot"" HN24 then exited the ticket hall area and through the side door to Area manager complex. GN11 was unable to hold a conversation with the three female customers, as they had an extremely aggressive tone, were questioning HN25's heritage and upbringing and the assumption of being Pakistani is a bad thing and should lead to his dismissal from his job."
