"Data Ref Num","EIRF","DUP","Date","Year","Month","Weekday","Time","Hour","Location","Area within Station","Area within Station (2)","Description","Incident Classification","Harm Score","Victim's Job","Number of victims","Trigger 1","Trigger 2","SPIT","HATE","INTOX","RS/Beg","WEAP","YOUTH","REC","NOTES","PERIOD","Week","Reminder Flag","DESCRIPTION_IMMEDIATE_ACTIONS","HSE_INCIDENT_REFERENCE_NO","CRIME_REFERENCE_NO","DIM_INC_LOGGED_DATE_IEX_DWK"
"UK_IRF001293115","X","","2023-09-02",2023,"SEP","SAT","17:04","17","Gunnersbury","Booking Hall","","16:54 Male came off train to booking hall and approached CSS1/ACSM, asked why it is exit only, CSS1 mention as per football crowds, station closes for an hour, male asked how can he get the bus, CSS1 explained to take Wellesley road exit and turn right and right again in which will get them back to the high street to connect bus services.
17:04 Male came back round to main Entrance/Exit in which gate was closed, Spoke to SRT. Male opened the gate, in which SRT went to close this, male came abusive, then spat at the SRT.
17:05 CSS2 called BTP ref 363, while CSS1 brought SRT to CSS office, in which gave duty of care.
CSS1 carried out spittle evidence swabs. 
CSS1 called SRT CSM to inform of the incident.
17:27 BTP on site,  SRT gave evidence
17:46 BTP off site
18:00 SRT CSM on site to talk to SRT about the incident
18:12 SRT CSM and SRT off site","Threat","","CSA1","","","","","","","","","","","",6,"","","BTP took Swabs and uniform as per evidence.
SRT went home","UK_IRF001293115","363",20231012
"UK_IRF001293131","X","","2023-09-02",2023,"SEP","SAT","16:25","16","White City","Booking Hall","","16:25 hours - Male 1 came to CSS DT, CSA ES and CSA TB attention as male went to the WAG 22 which is closest gate to Control room and forced the WAG panels to gain entry to the paid side of the barrier, and then went back to WAG 22 after approx 5 seconds to force WAG panels open to allow multiple other people through. 
Male 1 and Male 2 both went into male public toilets with Female 1 and Female 2 going down to platform ¾ eastbound/
At approx. 16:26 hours ABM member of staff JH who was carrying out cleaning duties at White City station informed CSS DT that Male 1 assaulted him by means of pushing him, the assault took place outside the station directly outside the gate to access bin area. CSS DT asked ABM JH if he wanted to press charges and wanted CSS DT to contact the police. ABM JH said he wanted police assistance. 
At approx. 16:29 hours CSS DT used station control auto phone to call 1800 LUCC emergency line to report incident due to BTP 999 call not being answered.
LUCC noted details and recorded the information given by CSS DT such as ABM member of staff assaulted, Suspect (male 1) in station public male toilets and all staff in place of safety. 
BTP reference given by LUCC and was advised to call BTP for further updates.
At approx. 16:30 Hours CSS DT used station control auto phone to 999. Twice the 999-call continued to ring out with no answer. CSS DT then requested CSA TB to call 109 via his station issued radio on the call function.  CSS DT then spoke to BTP call handler and refencing BTP log number. 
BTP call handler informed CSS DT that BTP unit are on route to White City station, CSS DT asked for confirmation if unit is running on an immediate or priority call. BTP call handler confirmed immediate grade 15 minute ETA 
16:48 hours Central Line Service Manager called station control room auto phone and requested an update. Which CSS DT provided.
16:51 hours Central Line DRM called station control room auto phone and requested an update. Which CSS DT provided 
16:53 hours Female 1 and Female 2 entered the male public toilets which is where both Male 1 and Male 2 were still currently located. 
16:58 hours BTP unit arrived on site and CSS DT informed BTP police officers of the incident as well as the location of male 1 and informed police officers that victim is in control room.
17:00 hours Male 1 arrested by BTP police officers and ABM JH provided first account to police officer. 
17:15 hours ABM JH informed police officers that he would be happy to not pursue any criminal case if Male 1 apologized. 
17:30 hours Male 1 apologized and ABM JH happy with outcome.
17:35 hours BTP officers informed Male 1 that he is not allowed to travel through White City station, which Male 1 agreed.
17:36 hours Male 1, Female 1 and Female 2 all left the station.
17:37 hours BTP units left the station. 
17:40 hours CSS AM and CSM HA conducted welfare check on staff as well as a de-brief.

Male 1 - IC1 male, slim build, approx. age 20 years old, wearing white trainers, a light blue jumper, and jogging bottoms, as well as carrying a gold Smirnoff bottle
Male 2 – IC1 male, slim build, unknown age due to face being covered by blue medical mask, wearing all dark clothing.
Child 1 – IC1 boy, wearing a spiderman clothing – approx. age 4 years old. 
Female 1 – IC1 female, slim build, approx. age 20 years old, with black hair in ponytail style and red coloured fingernails, wearing a black jacket, black top under jacket, black jogging bottoms, white trainers 
Female 2 – IC1 female, stocky build, green long sleeved crop top, green tight shorts, black hair in ponytail style","Physical","","","","","","","","","","","","","",6,"","","Unprovoked assault by male 1. 

Male 1 was de-arrested and no charges to be taken by BTP police officers after  Male 1 apologized to ABM member of staff.","UK_IRF001293131","336-02/09/2023",20230902
"UK_IRF001293017","X","","2023-09-02",2023,"SEP","SAT","08:21","08","North Greenwich","Booking Hall","","CSA verbally abused and threatened on the gateline by fare evaders","Threat","","CSA1","","","","","","","","","","","",6,"","","08:20 CSA was at the way out WAG when a black  male, early 20's wearing all black, pushed through the WAG. At this point the CSA ignored the behaviour and continued with his duties. In the meantime, the customer who pushed through the WAG was now pulling the paddles of the gate as if to break them. At this point, the CSA enquired as to what he thought he was doing to the gate.

The male then started swearing at him, repeatedly calling him a bitch.

CSA again asked him what he was doing as he was still standing there waggling the paddles of the gate. He then said something to effect of, ""you can't talk to me, you're TfL"" and carried on calling him a bitch and aggressively gesticulating.

From behind the CSA, another male, early 20's, 6ft plus, skinny and wearing black attire with gold chains around his neck, invaded his personal space and went up to his face and started also calling him a bitch and swearing at him, threatening that they will come back and see him again when he's outside. 

CSA was shocked at the incident as it escalated out of no where. CSA called control for assistance and PA made for the BTP. The second male went through the WAG and they walked together towards escalator 3 whilst still shouting, screaming, swearing and threatening all the way.

CSA taken away from the gateline and incident reported to the BTP.","UK_IRF001293017","",20230902
"UK_IRF001293296","X","","2023-09-03",2023,"SEP","SUN","18:15","18","Shepherds Bush","Booking Hall","","IC3 male travelling with a bicycle who was ejected from the station verbally abused and threatened member of staff on way out in the Ticket hall area.","Threat","","CSA1","","","","","","","","","","","",6,"","","Male forcibly entered station through WAG22 and became confrontational when informed that he couldn't bring his bike on the train. Staff alerted the Service Controller before heading down to the platforms. The driver of T057announced that the man needed to disembark with his bike or the train would not depart.
The man got off the train and proceeded up the escalators to exit the station. Upon reaching the gateline near WAD21, the man,, without provocation, launched into a verbal onslaught of profanity and threats directed at staff member FC24. Additionally, he racially abused staff members FC12 and FC72.
Staff member FC12 provided a duty of care and member of staff FC24 will be put in touch with a Trauma support if required.","UK_IRF001293296","",20230903
"","X","","2023-09-03",2023,"SEP","SUN","12:00","12","","None","","BTP were requested due to an aggressive passenger outside the station ops room. Under influence of drugs, intoxicated and was threatening to a staff member","Verbal","","","","","","","","","","","","","",6,"","","BTP called who escorted the passenger from the station","194147","",20230912
"UK_IRF001293340","X","","2023-09-03",2023,"SEP","SUN","23:56","23","Victoria","Control Room","","Aprox 23:56 Female passenger Stating that they were  SRT staff spoke to CSA duty CC33 they had an item of lost property to hand in.
whilst the CSA was trying to relay information back to me , the SRT, interrupted  the member staff stating that they were rude and proceeded to enter the control room.  CSA Duty in shock removed themselves from the situation and went back to the gateline to assist with whilst we still dealing with last trains.
SRT Staff , without identifying themselves, demanded a paper receipt for the lost property that they had found. i explained that it was all done online and they stormed off in the direction of the mess room/ Toilet area without further explanation or showing their ID.
at aprox 00:08 the SRT was still in the south back of house area so called  CSA Duty CC34 to look in both the female toilets and mess room to see where they were. 
CSA  reported that they were in the  SRT was in fact in the mess so i asked CSA duty CC34  to call them to the SOR.
CSA Duty CC34 came back stating that the staff member was very rude and missive and declined the invite to come to the control room and they they should tell the CSS that they will come and see once they were finished.
CSA duty CC34 was then asked to sit in the SOR as the station wasn't fully closed to passengers  whilst CSS Duty CC12 went to go speak to them
CC12 told the SRT that they hadn't identified themselves to SOR and that if they wanted to remain on station premises they had to come  had to be signed into station access.  The SRT was very dismissive and was cutting off CSS 12 however they followed the CSS so they can book them on.
Whilst booking on the SRT to station access, CSS CC12 was trying to explain what to do in an evac and ignored them. 
when CSS Duty  CC12 tried to process the lost property , the SRT refused  to hand it over , saying that they were making their own account of the lost property ad they would hand it over and leave once they were done.
CSS Duty CC12 explained that they would  process the lost property with them so that they were sure that none of the item were omitted and that they would  emailed proof  but the SRT abruptly interrupted the CSS saying that they didn't have time , that they were going to make an account of the item and dump it. 
CSS stated that they would not take the item if they do not wait and witness the item being processed  due to the fact that they could be discrepancy to their account of the item. the SRT then began calling the CSS a dumb Bitch. 
when questioned by the CSS if she verbally abused her she dined and continued writing. 
the SRT was then asked to leave the premises, telling the SRT staff they will not continue to accept the verbal abuse and unwarranted aggressive behaviour . they were  told to take the lost property as they were not going to accept it as it has been compromised by them, especially since they went to the mess room without any witnesses. 
the SRT they proceeded to directly call the CSS a fucking dumb bitch , and that they thought because they were a CSS that they can tell them  what to , that they didn't give a shit, then started to raise their voice calling the CSS A fucking bitch before walking out the SOR.
On the way out the SRT proceeded to swear at the members of staff, in front of contractors who were waiting to book on, in which a couple came to report  the incident to the CSS.
call was made to SRT CSMs &CSS office to report the incident however it went to voice mail.
staff that had been verbally abused requested to  write a memo","Verbal","","CSA1","","","","","","","","","","","",6,"","","the situation was totally unprovoked, the SRT was aggrieve in the way they spoke to all the members staff they came in contact with them. they were uncooperative , dismissive and the CSS on duty  didn't deem it safe for them to remain on the station. Contractors that witness some of the verbal abuse to staff were also shocked in their behaviour.","UK_IRF001293340","",20230904
"UK_IRF001293340","X","","2023-09-03",2023,"SEP","SUN","23:56","23","Victoria","Control Room","","Aprox 23:56 Female passenger Stating that they were  SRT staff spoke to CSA duty CC33 they had an item of lost property to hand in.
whilst the CSA was trying to relay information back to me , the SRT, interrupted  the member staff stating that they were rude and proceeded to enter the control room.  CSA Duty in shock removed themselves from the situation and went back to the gateline to assist with whilst we still dealing with last trains.
SRT Staff , without identifying themselves, demanded a paper receipt for the lost property that they had found. i explained that it was all done online and they stormed off in the direction of the mess room/ Toilet area without further explanation or showing their ID.
at aprox 00:08 the SRT was still in the south back of house area so called  CSA Duty CC34 to look in both the female toilets and mess room to see where they were. 
CSA  reported that they were in the  SRT was in fact in the mess so i asked CSA duty CC34  to call them to the SOR.
CSA Duty CC34 came back stating that the staff member was very rude and missive and declined the invite to come to the control room and they they should tell the CSS that they will come and see once they were finished.
CSA duty CC34 was then asked to sit in the SOR as the station wasn't fully closed to passengers  whilst CSS Duty CC12 went to go speak to them
CC12 told the SRT that they hadn't identified themselves to SOR and that if they wanted to remain on station premises they had to come  had to be signed into station access.  The SRT was very dismissive and was cutting off CSS 12 however they followed the CSS so they can book them on.
Whilst booking on the SRT to station access, CSS CC12 was trying to explain what to do in an evac and ignored them. 
when CSS Duty  CC12 tried to process the lost property , the SRT refused  to hand it over , saying that they were making their own account of the lost property ad they would hand it over and leave once they were done.
CSS Duty CC12 explained that they would  process the lost property with them so that they were sure that none of the item were omitted and that they would  emailed proof  but the SRT abruptly interrupted the CSS saying that they didn't have time , that they were going to make an account of the item and dump it. 
CSS stated that they would not take the item if they do not wait and witness the item being processed  due to the fact that they could be discrepancy to their account of the item. the SRT then began calling the CSS a dumb Bitch. 
when questioned by the CSS if she verbally abused her she dined and continued writing. 
the SRT was then asked to leave the premises, telling the SRT staff they will not continue to accept the verbal abuse and unwarranted aggressive behaviour . they were  told to take the lost property as they were not going to accept it as it has been compromised by them, especially since they went to the mess room without any witnesses. 
the SRT they proceeded to directly call the CSS a fucking dumb bitch , and that they thought because they were a CSS that they can tell them  what to , that they didn't give a shit, then started to raise their voice calling the CSS A fucking bitch before walking out the SOR.
On the way out the SRT proceeded to swear at the members of staff, in front of contractors who were waiting to book on, in which a couple came to report  the incident to the CSS.
call was made to SRT CSMs &CSS office to report the incident however it went to voice mail.
staff that had been verbally abused requested to  write a memo","Verbal","","CSA1","","","","","","","","","","","",6,"","","the situation was totally unprovoked, the SRT was aggrieve in the way they spoke to all the members staff they came in contact with them. they were uncooperative , dismissive and the CSS on duty  didn't deem it safe for them to remain on the station. Contractors that witness some of the verbal abuse to staff were also shocked in their behaviour.","UK_IRF001293340","",20230904
"UK_IRF001293276","X","","2023-09-03",2023,"SEP","SUN","16:05","16","Swiss Cottage","Platform / Train Interface","","csm1 noted that a train (346) had sat at northbound platform for a while , he then noticed a group of youths ( mix of boys and girls in tracksuits) get off near rear of this train and loiter near a cross passage to southbound. csm radioed for csa to go down to north and assist and csm 2 also went down, csm 1 followed but went to south to talk to youths who were now on that platform. t346 was delayed as the rear train operators door had been opened and customers told staff they saw the ""group who got off"" at this door , staff and t/op checked rear cab and found a pillow in there which t/op said was not hers and gave it to staff. csm on southbound meanwhile asked the group who got off 346 and who were now skulking in a recessed bench at rear of south, where are you going? this was met with mumbles and little else , i asked if they delayed the north train? ""not me/us"" and denials and some minor abuse. csm then went to north and many customers were hot and bothered and wanted answers. train left and group on south got on train, csm went back and this time they as they got on verbally abused csm, lots of fat this fat that and swearing. train left .","Verbal","","CSM2","","","","","","","","","","","",6,"","","very likely youths who got off the rear of t346 and went to south, were entering rear cab and set off an alarm and caused delay .
this group approx 6 in number approx 16 years old? boys and girls , mainly afro-caribbean , went to st johns wood, next station and stopped an escalator there and abused staff there too. as i updated the csm there of this incident , he told me of his there and very likely same gang.

also of note staff at swiss cottage were already monitoring another gang , who fare evaded and were playing about in lower circulating area and they got on t346 . gang activity in this area is high, as is anti social behaviour and escalator stoppages.","UK_IRF001293276","",20230903
"UK_IRF001293298","X","","2023-09-03",2023,"SEP","SUN","18:15","18","Edgware Road","Booking Hall","","CSA D Abdul-Muthalib was on the unpaid side of the gate line when he saw this Arabic male in his mid twenties wearing a lined T-Shirt Grey jeans and Black Trainers trying to pick pocket a member of the public and he intervened by alerting the customer. The male became aggressive and abusive towards CSA . The assailant was on the paid side of the gates but at close proximity to CSA. As the conversation continued the assailant who was carrying a bottle of smoothie. The assailant opened and threw the drink on to the CSA and proceeded to get the train from platform 2. LUCC contacted to summon BTP to attend. BTP officers X3 (Collar numbers 9378, 5215 and 9766) arrived at 18:50 and went to see CSA and statement taken. CCTV footage that may have capture the assailant are Camera 1, 2, 4, 5,9 38,39, and 41). The assailant got on train 242 southbound toward Elephant & Castle.","Physical","","CSA1","","","","","","","","","","","",6,"","","A member of the public being pickpocketed and assailant seen by CSA and became aggressive, abusive and throwing a drink at the CSA. and proceeded to get the train.","UK_IRF001293298","",20230903
"UK_IRF001293340","X","","2023-09-03",2023,"SEP","SUN","23:56","23","Victoria","Control Room","","Aprox 23:56 Female passenger Stating that they were  SRT staff spoke to CSA duty CC33 they had an item of lost property to hand in.
whilst the CSA was trying to relay information back to me , the SRT, interrupted  the member staff stating that they were rude and proceeded to enter the control room.  CSA Duty in shock removed themselves from the situation and went back to the gateline to assist with whilst we still dealing with last trains.
SRT Staff , without identifying themselves, demanded a paper receipt for the lost property that they had found. i explained that it was all done online and they stormed off in the direction of the mess room/ Toilet area without further explanation or showing their ID.
at aprox 00:08 the SRT was still in the south back of house area so called  CSA Duty CC34 to look in both the female toilets and mess room to see where they were. 
CSA  reported that they were in the  SRT was in fact in the mess so i asked CSA duty CC34  to call them to the SOR.
CSA Duty CC34 came back stating that the staff member was very rude and missive and declined the invite to come to the control room and they they should tell the CSS that they will come and see once they were finished.
CSA duty CC34 was then asked to sit in the SOR as the station wasn't fully closed to passengers  whilst CSS Duty CC12 went to go speak to them
CC12 told the SRT that they hadn't identified themselves to SOR and that if they wanted to remain on station premises they had to come  had to be signed into station access.  The SRT was very dismissive and was cutting off CSS 12 however they followed the CSS so they can book them on.
Whilst booking on the SRT to station access, CSS CC12 was trying to explain what to do in an evac and ignored them. 
when CSS Duty  CC12 tried to process the lost property , the SRT refused  to hand it over , saying that they were making their own account of the lost property ad they would hand it over and leave once they were done.
CSS Duty CC12 explained that they would  process the lost property with them so that they were sure that none of the item were omitted and that they would  emailed proof  but the SRT abruptly interrupted the CSS saying that they didn't have time , that they were going to make an account of the item and dump it. 
CSS stated that they would not take the item if they do not wait and witness the item being processed  due to the fact that they could be discrepancy to their account of the item. the SRT then began calling the CSS a dumb Bitch. 
when questioned by the CSS if she verbally abused her she dined and continued writing. 
the SRT was then asked to leave the premises, telling the SRT staff they will not continue to accept the verbal abuse and unwarranted aggressive behaviour . they were  told to take the lost property as they were not going to accept it as it has been compromised by them, especially since they went to the mess room without any witnesses. 
the SRT they proceeded to directly call the CSS a fucking dumb bitch , and that they thought because they were a CSS that they can tell them  what to , that they didn't give a shit, then started to raise their voice calling the CSS A fucking bitch before walking out the SOR.
On the way out the SRT proceeded to swear at the members of staff, in front of contractors who were waiting to book on, in which a couple came to report  the incident to the CSS.
call was made to SRT CSMs &CSS office to report the incident however it went to voice mail.
staff that had been verbally abused requested to  write a memo","Verbal","","CSA1","","","","","","","","","","","",6,"","","the situation was totally unprovoked, the SRT was aggrieve in the way they spoke to all the members staff they came in contact with them. they were uncooperative , dismissive and the CSS on duty  didn't deem it safe for them to remain on the station. Contractors that witness some of the verbal abuse to staff were also shocked in their behaviour.","UK_IRF001293340","",20230904
"","X","","2023-09-03",2023,"SEP","SUN","12:00","12","","None","","A member of staff was rude and verbally abusive to a Depot security supervisor","Verbal","","","","","","","","","","","","","",6,"","","Unknown","194229","",20230913
"UK_IRF001293340","X","","2023-09-03",2023,"SEP","SUN","23:56","23","Victoria","Control Room","","Aprox 23:56 Female passenger Stating that they were  SRT staff spoke to CSA duty CC33 they had an item of lost property to hand in.
whilst the CSA was trying to relay information back to me , the SRT, interrupted  the member staff stating that they were rude and proceeded to enter the control room.  CSA Duty in shock removed themselves from the situation and went back to the gateline to assist with whilst we still dealing with last trains.
SRT Staff , without identifying themselves, demanded a paper receipt for the lost property that they had found. i explained that it was all done online and they stormed off in the direction of the mess room/ Toilet area without further explanation or showing their ID.
at aprox 00:08 the SRT was still in the south back of house area so called  CSA Duty CC34 to look in both the female toilets and mess room to see where they were. 
CSA  reported that they were in the  SRT was in fact in the mess so i asked CSA duty CC34  to call them to the SOR.
CSA Duty CC34 came back stating that the staff member was very rude and missive and declined the invite to come to the control room and they they should tell the CSS that they will come and see once they were finished.
CSA duty CC34 was then asked to sit in the SOR as the station wasn't fully closed to passengers  whilst CSS Duty CC12 went to go speak to them
CC12 told the SRT that they hadn't identified themselves to SOR and that if they wanted to remain on station premises they had to come  had to be signed into station access.  The SRT was very dismissive and was cutting off CSS 12 however they followed the CSS so they can book them on.
Whilst booking on the SRT to station access, CSS CC12 was trying to explain what to do in an evac and ignored them. 
when CSS Duty  CC12 tried to process the lost property , the SRT refused  to hand it over , saying that they were making their own account of the lost property ad they would hand it over and leave once they were done.
CSS Duty CC12 explained that they would  process the lost property with them so that they were sure that none of the item were omitted and that they would  emailed proof  but the SRT abruptly interrupted the CSS saying that they didn't have time , that they were going to make an account of the item and dump it. 
CSS stated that they would not take the item if they do not wait and witness the item being processed  due to the fact that they could be discrepancy to their account of the item. the SRT then began calling the CSS a dumb Bitch. 
when questioned by the CSS if she verbally abused her she dined and continued writing. 
the SRT was then asked to leave the premises, telling the SRT staff they will not continue to accept the verbal abuse and unwarranted aggressive behaviour . they were  told to take the lost property as they were not going to accept it as it has been compromised by them, especially since they went to the mess room without any witnesses. 
the SRT they proceeded to directly call the CSS a fucking dumb bitch , and that they thought because they were a CSS that they can tell them  what to , that they didn't give a shit, then started to raise their voice calling the CSS A fucking bitch before walking out the SOR.
On the way out the SRT proceeded to swear at the members of staff, in front of contractors who were waiting to book on, in which a couple came to report  the incident to the CSS.
call was made to SRT CSMs &CSS office to report the incident however it went to voice mail.
staff that had been verbally abused requested to  write a memo","Verbal","","CSS1","","","","","","","","","","","",6,"","","the situation was totally unprovoked, the SRT was aggrieve in the way they spoke to all the members staff they came in contact with them. they were uncooperative , dismissive and the CSS on duty  didn't deem it safe for them to remain on the station. Contractors that witness some of the verbal abuse to staff were also shocked in their behaviour.","UK_IRF001293340","",20230904
"UK_IRF001293406","X","","2023-09-04",2023,"SEP","MON","08:04","08","Stockwell","Booking Hall","","08:10 It was brought to my attention that a black male who was wearing full orange hi Vi and claimed to work for Network Rail was insisting on travelling without paying.  When the staff advised him that he could not, he doubled through WAG 21.  A few moments later, he doubled back  out and left his large black back pack on the station.  It was at this point that CSA 2690228  brought the bag to the Control room.  The bag was not processed at this time as we suspected that he might come back, which he did.
The male came to the control room window for his bag.  He got very irate when i told him that he was not able to travel for free and that he cannot just leave his bag on the station as this was a security risk.  He started calling me a ""PUSSY HOLE""  and many other expletives.  I told him that if he did not calm down, i would call the police.  He did not, even taking off his jacket and inviting me outside.  BTP ref.140
I eventually took his bag to him to avoid any further escalation.  He was still not happy, he kept swearing so i put the bag down and went back into the control room.  He showed me his Ring and said that myself all my young Kids would die(i have no young kids)
He later came back to the control room window showed me his ring again, made threats to my family and took a egg from his bag and broke it under the window.  CSA 2690228 and CSA 9852826 witnessed the interaction.
09:02 BTP officers 4302 and 0073 on station for statement and to view CCTV.
I initially called the BTP Office on the station. the person i spoke to told me that there was no operational officers available.
Subentries","Threat","","CSS1","","","","","","","","","","","",6,"","","Verbal abuse/Threat of casting spell on my family made by irate member of the public who claimed to work for Network rail.","UK_IRF001293406","140",20230904
"UK_IRF001293512","X","","2023-09-04",2023,"SEP","MON","21:30","21","Stockwell","Booking Hall","","21:30 CSS alerted to an inebriated and injured member of the public in the ticket hall unpaid side by the station entrance. He was bleeding from his right temple and was very unsteadily on his seat. 
CSS attempted to gather details so an ambulance could be contacted. Another member of the public stepped in and wanted to assist the drunk man himself. CSS contacted the BTP office for assistance as the drunk male kept trying to enter the station. When CSS continued to try to gather information for the ambulance the helping male shouted loudly and put his hand up into the CSSs face to telling him to leave. CSS retreated a safe distance away. The assisting male then shout to CSS ‘have you called 999 yet.’ CSS stated that I would need details from the drunk male for when I contacted the ambulance services. CSS attempted gathering information from the drunk male again. CSS asked the drunk man’s name and age. Without a word the assisting male suddenly slapped CSS on the right had side of his face. CSS went to contact the BTP to report the assault. The assisting male left the station with the drunk male. BTP came out of the office and were directed to them and the assisting male was apprehended. 
21:35 Ambulance contacted for injured member of the public. LUCC Ref#117-04-09-2023
21:47 Drunk member of the public kept trying to enter the station even though he was not in a fit state to travel. BTP had to be again contacted to prevent him from entering Station.
BTP was able to get the drunk passenger onto a bus, LUCC contacted and Ambulance cancelled
21:55 statement made to BTP. Ref#724-04-09-2023
21:55 CSS updated CSM at Brixton who came to Stockwell station, offered duty of care and trauma support. 
22:30 LUCC update Ref#124-04-09-2023","Physical","","CSS1","","","","","","","","","","","",6,"","","While dealing with an inebriated and injured member of the public CSS was assaulted","UK_IRF001293512","724",20230904
"UK_IRF001293486","X","","2023-09-04",2023,"SEP","MON","17:50","17","Holland Park","Platform","","17:50 p.m.: On calling the L/C to agree on Station last trains, he declined the first suggested trains, W/B 112 and E/B 002, on the grounds that they were too far away, despite the fact that they were only between 10 and 11 minutes away, 10 minutes on the W/B and 11 minutes on the E/B on the approach to Holland Park Station. The L/C asked that I give him another call in five minutes as a result. Even after I informed him that the intended Station close time was at 18:00 pm and that we needed time to inform customers already on the platforms about their last trains. When I called him again at 17:55 pm, he insisted that I contact him back again. After all, at around 18:58, while still trying to convince him that we needed between 5 and 10 minutes to prepare customers for the last trains, thus enabling the closure of station entrance gates to incoming customer traffic,
17:58pm: He turned around and insisted on putting out the station skip at 1758pm, telling me that train 111, which was about 1 minute away on the approach to HPK, was my last E/B while there was no more W/B in his own words. Therefore, most customers already on the platforms could not board any of the last trains that departed Holland Park Station. Consequently, most of the customers became agitated and abusive towards CSA KA who was in the process of clearing both platforms and opening the station non-stopping boards. 
However, the situation was prevented from worsening past the initial level of abuse due to the prompt intervention of CSS TA, who was also present on the platform to help.  
18:15pm: Station checked, cleared, locked, and secured when CSA KA and CSS TA finally cleared both platforms of people.","Verbal","","CSA1","","","","","","","","","","","",6,"","","The staff clearance of customers from platforms, seeing off the last trains and subsequent station closure was chaotic and haphazard due to the non-collaborative  attitude and disposition of the L/C. CSA KA was abused as a result.","UK_IRF001293486","",20230904
"UK_IRF001293488","X","","2023-09-04",2023,"SEP","MON","16:30","16","Parsons Green","Platform","","- At approximately 16:30 after detraining a WB service I saw a male trying to go behind the barriers at the tail end of the WB , he said he was looking for a lift!
- He then asked me to carry his trolley that had three carts of tool boxes down the stairs, which I declined due to being on the platform assisting with detrainment also for how heavy his stuff were.
- He insisted that I should help him and that it is my job to drop of everything and help him he then reached out with his hand and touch the side of my chest so he can read my name badge, I told him to back off and not touch me again, he started to get aggressive.
- CSS DN22 came upstairs and assisted me and he tried to explained to him politely that we cannot help him with his stuff down the stairs and mentioned condition of carriage.
- At 16:56 After a serious of constant abuse from him he decided to leave however he insulted CSS Gibson by calling him a F****** B**** N*****","Verbal","","CSS2","","","","","","","","","","","",6,"","","- I tried to contact BTP on 109 and 999 no answer AT ALL .","UK_IRF001293488","",20230904
"UK_IRF001293488","X","","2023-09-04",2023,"SEP","MON","16:30","16","Parsons Green","Platform","","- At approximately 16:30 after detraining a WB service I saw a male trying to go behind the barriers at the tail end of the WB , he said he was looking for a lift!
- He then asked me to carry his trolley that had three carts of tool boxes down the stairs, which I declined due to being on the platform assisting with detrainment also for how heavy his stuff were.
- He insisted that I should help him and that it is my job to drop of everything and help him he then reached out with his hand and touch the side of my chest so he can read my name badge, I told him to back off and not touch me again, he started to get aggressive.
- CSS DN22 came upstairs and assisted me and he tried to explained to him politely that we cannot help him with his stuff down the stairs and mentioned condition of carriage.
- At 16:56 After a serious of constant abuse from him he decided to leave however he insulted CSS Gibson by calling him a F****** B**** N*****","Verbal","","CSS2","","","","","","","","","","","",6,"","","- I tried to contact BTP on 109 and 999 no answer AT ALL .","UK_IRF001293488","",20230904
"UK_IRF001293655","X","","2023-09-05",2023,"SEP","TUE","11:20","11","Victoria","Passageway","","CCTV viewed, following can be seen on Cameras 647, 633, 632, 634 

11.17 Male passenger seen in the T-Junction, acting irrationally and aggressive, possibly under the influence of drugs, swinging and kicking around. 
11:19 Call from CSA9698812, being assaulted, punched and pushed in the Banana tunnel against the wall by this male, male bystanders broke the fight up.
CSA 9852772, attending, taking CSA9698812 to a place of safety.
Male runs towards T-Junction.
CSS9815013 on site with BWC.
11.20 call made to 999 for BTP, ref 233
11.20 Banana tunnel closed from Vic gateline and T-Junction, CSA9839264 and CSA9817675, CSA 9852772, redirecting passengers. 
LAS called, Ref 043
CSA9828212 got kicked in the leg by male, when coming too close trying to calm the male down
11.24 917 called by CSS9815013 for BTP
11.25 returns to the Banana tunnel
Male being very aggressive, threating and violent towards staff and passenger, throwing water absorbing pillows and cones.
Staff try to calm him down, without success. 
11.27 Male strips off his shirt and trousers, PCSO 9313 on scene, first talking to the male passenger.
11.29 Male becoming more aggressive and now being cuffed and pinned to the floor by the BTP, still spitting and being aggressive.
11.34 off duty Met 1763T and BTP5858, 4389 arrive to assist.
11.35 Spit kit used before ABM arrive to clean up.
more BTP arrive, 3653.
11.45 Male being carried out the station via Lift 4 and WAG 23 upto Wilton road into the BTP van.
Male was aggressive, violent and abusive throughout the whole incident towards staff and BTP.
Banana Tunnel reopened after ABM attended all the spit on the floor. 
11.52 LAS cancelled.

CSA9698812 and CSA9828212 taken to BTP office to take statements.","Physical","","CSA1","","","","","","","","","","","",6,"","","Male under the influence of drugs being aggressive, abusive and violent towards passengers and staff.","UK_IRF001293655","233",20230905
